UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
74IN00198,1972011697,72,1,P1697,4,,17,,1,3,,,,,,02,,1,,,05,,190,189,3,,094,,01,0729,162,3,014804,,,329804,93,,1974
74IN00199,1972011717,72,2,P1717,4,,15,,1,,,,30,,2,02,,,06,,,,102,138,,,,,01,,,,009104,,,101004,,,1974
74IN00200,1972011753,72,2,P1753,4,,17,,1,,,,30,,2,02,,,32,,,,119,152,,,,,01,,,,014804,,,012004,,,1974
74IN00201,1972011756,72,2,P1756,4,,32,,1,,,,,,2,02,,, 21,,,,100,130,2,,,,01,0926,,,011804,,,000804,92,,1974
74IN00202,1972011826,72,2,P1826,4,,33,,1,,,,30,,2,02,,,05,,,,96,119,,,,,01,,,,058104,,,083104,,,1974
74IN00203,1972011888,72,2,P1888,4,,04,,2,,,,25,,2,02,,,04,,,,90,109,,,,,01,,,,,,,008204,,,1974
74IN00204,1972011903,72,2,P1903,4,,04,,2,,,,25,,2,02,,,05,,,,109,139,,,,,01,,,,,,,090404,,,1974
74IN00205,1972011904,72,1,P1904,4,,04,,2,,,,,,,02,,,,139,,,,,7,,,,01,0601,,,,,,090404,97,,1974
74IN00206,1972011922,72,2,P1922,4,,04,,2,,,,25,,2,02,,,33,,,,132,185,,,,,01,,,,,,,000404,,,1974
74IN00207,1972011938,72,2,P1938,4,,03,,2,,,,25,,2,02,,,06,,,,101,138,,,,,01,,,,,,,001304,,,1974
74IN00208,1972011959,72,2,P1959,4,,04,,2,,,,,,2,02,,,,,,,,,7,,,,01,0601,,,,,,008304,97,,1974
74IN00209,1972011967,72,2,P1967,4,,03,,2,,,,25,,2,02,,,32,,,,106,144,,,,,01,,,,,,,007504,,,1974
74IN00210,1973012011,73,2,P2011,4,,17,,1,,,,20,,1,02,,,05,,, 2,104,126,,,,,01,,,,000904,,,0069 4,,,1974
74IN00211,1973012056,73,2,P2056,4,,172,,1,,,,,,1,02,,,05,,,,120,136,7,,,,01,1030,,,000904,,,1330 4,97,,1974
74IN00212,1973012060,73,2,P2060,4,,17,,1,,,,,,1,02,,,05,,,,111,,7,,,,01,1030,,,000904,,,0178 4,97,,1974
74IN00213,1973012109,73,2,P2109,4,,15,,1,,,,20,,1,02,,,33,,,,105,137,,,,,01,,,,169704,,,051904,,,1974
74IN00214,1973012145,73,1,P2145,4,,16,,1,1,,,,3,,02,,2,,152,09,,152,164,,,072,,01,,137,4,011504,,,014204,,,1974
74IN00215,1973012152,73,2,P2152,4,,16,,1,,,,20,,1,02,,,06,,, 1,109,142,,,,,01,,,,011504,8,,0177 4,,,1974
74IN00216,1973012168,73,1,P2168,4,,15,,1,1,,,,2,,02,,2,,135,04,,135,145,,,087,,01,,129,4,169704,,,0684 4,,,1974
74IN00217,1973012169,73,2,P2169,4,,15,,1,,,,20,,1,02,,,04,,,,107,131,,,,,01,,,,169704,,,0684 4,,,1974
74IN00218,1973012173,73,2,P2173,4,,16,,1,,,,20,,1,02,,,06,,, 2,115,122,,,,,01,,,,011504,,,3261 4,,,1974
74IN00219,1973012201,73,2,P2201,4,,16,,1,,,,20,,1,02,,,06,,,,79,103,,,,,01,,,,011504,,,0138 4,,,1974
74IN00220,1973012236,73,2,P2236,4,,16,,1,,,,20,,1,02,,,06,,,,94,122,,,,,01,,,,011504,,,1017 4,,,1974
74IN00221,1973012251,73,2,P2251,4,,551,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,144004,,,1527 4,93,,1974
74IN00222,1973012268,73,2,P2268,4,,15,,1,,,,20,,1,02,,,04,,,,125,126,,,,,01,,,,169704,,,0904 4,,,1974
74IN00223,1973012269,73,2,P2269,4,,15,,1,,,,20,,1,02,,,32,,,,94,123,,,,,01,,,,169704,,,0904 4,,,1974
74IN00224,1973012275,73,1,P2275,4,,15,,1,3,,,,2,,02,,2,,155,09,,155,176,3,,085,060,01,0920,152,3,169704,,,0014 4,93,,1974
74IN00225,1973012276,73,2,P2276,4,,15,,1,,,,20,,1,02,,,04,,,,119,144,,,,,01,,,,169704,,,0014 4,,,1974
74IN00226,1973012280,73,2,P2280,4,,15,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,169704,,,1010 4,93,,1974
74IN00227,1973012282,73,2,P2282,4,,15,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,169704,,,101004,93,,1974
74IN00228,1973012290,73,2,P2290,4,,151,,1,,,,20,,1,02,,,04,,,,100,111,,,,,01,,,,169704,,,1405 4,,,1974
74IN00229,1973012291,73,2,P2291,4,,17,,1,,,,,,1,02,,,05,,,,104,,7,,,,01,1030,,,000904,3,,0845 4,97,,1974
74IN00230,1973012292,73,2,P2292,4,,17,,1,,,,20,,1,02,,,05,,,,90,111,,,,,01,,,,000904,,,0845 4,,,1974
74IN00231,1973012299,73,1,P2299,4,,16,,1,,,,,3,,02,,,,,,,,,7,,,,01,0601,,,011504,,,071504,97,,1974
74IN00232,1973012300,73,2,P2300,4,,16,,1,,,,20,,1,02,,,06,,, 2,98,128,,,,,01,,,,011504,,,0715 4,,,1974
74IN00233,1973012313,73,2,P2313,4,,15,,1,,,,20,,1,02,,,04,,,,106,122,,,,,01,,,,169704,,,0803 4,,,1974
74IN00234,1973012365,73,2,P2365,4,,16,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,011504,,,098904,93,,1974
74IN00235,1973012376,73,2,P2376,4,,17,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,000904,,,0908 4,93,,1974
74IN00236,1973012389,73,2,P2389,4,,17,,1,,,,20,,1,02,,,05,,,,80,106,,,,,01,,,,000904,,,0908 4,,,1974
74IN00237,1973012405,73,2,P2405,4,,15,,1,,,,20,,1,02,,,04,,,,110,124,,,,,01,,,,169704,,,0940 4,,,1974
74IN00238,1973012418,73,2,P2418,4,,17,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,000904,,,0137 4,93,,1974
74IN00239,1973012433,73,2,P2433,4,,16,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,011504,,,0604 4,93,,1974
74IN00240,1973012486,73,1,P2486,4,,17,,1,1,,,,2,,02,,2,,172,07,,172,184,,,123,,01,,160,5,000904,,,3298 4,,,1974
74IN00241,1973012501,73,1,P2501,4,,16,,1,3,,,,2,,02,,1,,126,07,,126,156,3,,093,053,01,0920,123,3,011504,,,0119 4,93,,1974
74IN00242,1973012502,73,2,P2502,4,,16,,,,3,,,,1,02,,,,,,,103,110,4,,,,01,,,,011504,,,0119 4,,,1974
74IN00243,1973012508,73,2,P2508,4,,17,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,000904,,,3271 4,93,,1974
74IN00244,1973012509,73,2,P2509,4,,17,,1,,,,20,,1,02,,,05,,, 1,99,126,,,,,01,,,,000904,,,3271 4,,,1974
74IN00245,1973012530,73,1,P2530,4,,15,,1,3,,,,2,,02,,1,,130,06,,130,152,3,,110,063,01,0920,143,5,169704,,,0043 4,93,,1974
74IN00246,1973012531,73,2,P2531,4,,15,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,169704,,,0043 4,93,,1974
74IN00247,1973012539,73,2,P2539,4,,33,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,143904,,,0026 4,93,,1974
74IN00248,1973012540,73,2,P2540,4,,33,,1,,,,20,,1,02,,,32,,,,104,126,,,,,01,,,,143904,,,0026 4,,,1974
74IN00249,1973012543,73,1,P2543,4,,17,,1,3,,,,2,,02,,1,,127,06,,127,144,3,,122,,01,0920,162,5,000904,,,0031 4,93,,1974
74IN00250,1973012547,73,2,P2547,4,,551,,1,,,,,,1,02,,,,,,,,,3,,,,01,0304,,,144004,,,1390 4,93,,1974
74IN00251,1973012568,73,2,P2568,4,,551,,1,,,,,,1,02,,,,,,,99,124,6,,,,01,1001,,,144004,,,1756 4,10,,1974
74IN00252,1973012588,73,2,P2588,4,,15,,1,,,,20,,1,02,,,32,,,,119,144,,,,,01,,,,169704,,,0084 4,,,1974
74IN00253,1973012594,73,2,P2594,4,,551,,1,,,,20,,1,02,,,06,,, 2,101,128,,,,,01,,,,144004,,,1576 4,,,1974
74IN00254,1973012600,73,2,P2600,4,,551,,1,,,,20,,1,02,,,06,,,,120,151,,,,,01,,,,144004,,,1421 4,,,1974
74IN00255,1973012667,73,2,P2667,4,,06,,2,,,,15,,1,02,,,04,,,,94,106,,,,,01,,,,143904,,,122904,,,1974
74IN00256,1973012679,73,2,P2679,4,,05,,2,,,,15,,1,02,,,06,,,,87,110,,,,,01,,,,144004,,,195904,,,1974
74IN00257,1973012686,73,2,P2686,4,,05,,2,,,,15,,1,02,,,32,,,,84,109,,,,,01,,,,144004,,,188804,,,1974
74IN00258,1973012687,73,2,P2687,4,,06,,2,,,,15,,1,02,,,05,,,,100,114,,,,,01,,,,143904,,,007504,,,1974
74IN00259,1973012694,73,2,P2694,4,,05,,2,,,,15,,1,02,,,33,,,,108,134,,,,,01,,,,144004,,,017804,,,1974
74IN00260,1973012757,73,2,P2757,4,,06,,2,,,,15,,1,02,,,05,,,,59,89,,,,,01,,,,190404,,,148704,,,1974
74IN00261,1973012758,73,1,P2758,4,,06,,2,,,,,,,02,,,,,,,,,6,,,,01,0220,,,190404,,,148704,01,,1974
74IN00262,1968103125,68,4,U3125,4,,,,1,,,,,,,02,,,,145,,,,,7,,,,10,0601,143,6,,,,,97,,1974
74IN00263,1968103261,68,2,U3261,4,,,,1,,,,,,6,02,,,,,,,,,7,,,,10,0601,,,,,,,97,,1974
74IN00264,1968103271,68,2,U3271,4,,,,2,,,,65,,6,02,,,04,,,,107,144,,,,,10,,,,,,,,,,1974
74IN00265,1968103298,68,2,U3298,4,,,,2,,,,65,,6,02,,,05,,,,138,160,,,,,10,,,,,,,,,,1974
74IN00266,1968103303,68,2,U3303,4,,,,2,,,,65,,6,02,,,33,,,,134,158,,,,,10,,,,,,,,,,1974
74IN00267,1970370001,70,2,70001,7,,29,,1,,,,50,,4,30,,,07,,,,99,117,,,,,37,,,,,,,,,,1974
74IN00268,1970370009,70,2,70009,7,,31,,1,,,,50,,4,30,,,08,,,,131,140,6,,,,37,1119,,,,,,,10,,1974
74IN00269,1970370018,70,2,70018,7,,31,,1,,,,50,,4,30,,,35,,,,103,139,,,,,37,,,,,,,,,,1974
74IN00270,1970370028,70,2,70028,7,,11,,2,,,,45,,4,30,,,08,,,,94,115,,,,,37,,,,,,,,,,1974
74IN00271,1971010503,71,2,P0503,7,,22,,1,,,,40,,3,30,,,09,,,,115,140,,,,,01,,,,017608,,,008909,,,1974
74IN00272,1971010525,71,2,P0525,7,,22,,1,,,,40,,3,30,,,09,,,,108,124,,,,,01,,,,017608,,,004309,,,1974
74IN00273,1971010534,71,1,P0534,7,,22,,1,2,,,,2,,30,,4,231,,04,,157,172,2,,115,,01,0926,129,9,017608,,,005709,92,,1974
74IN00274,1971010538,71,2,P0538,7,,21,,1,,,,40,,3,30,,,07,,,,115,129,,,,,01,,,,016308,,,007109,,,1974
74IN00275,1971010539,71,2,P0539,7,,22,,,,3,, 1,,,30,,,,,,,,,7,,,,01,0601,,,017608,,,007309,97,,1974
74IN00276,1971010543,71,2,P0543,7,,23,,1,,,,40,,3,30,,,34,,,,86,118,,,,,01,,,,020908,,,012609,,,1974
74IN00277,1971010552,71,2,P0552,7,,21,,1,,,,40,,3,30,,,08,,,,91,110,,,,,01,,,,016308,,,001709,,,1974
74IN00278,1971010560,71,2,P0560,7,,23,,1,,,, 1,,3,30,,,07,,,,110,,7,,,,01,1030,,,020908,,,004409,97,,1974
74IN00279,1971010578,71,2,P0578,7,,21,,1,,,,40,,3,30,,,08,,,,110,145,,,,,01,,,,016308,,,006409,,,1974
74IN00280,1971010585,71,2,P0585,7,,22,,1,,,,40,,3,30,,,34,,,,111,135,,,,,01,,,,017608,,,011809,,,1974
74IN00281,1971010591,71,2,P0591,7,,28,,1,,,, 1,,3,30,,, 50,,,,100,126,2,,,,01,0926,,,000307,,,000907,92,,1974
74IN00282,1971010595,71,2,P0595,7,,23,,1,,,,40,,3,30,,,07,,,,99,131,,,,,01,,,,020908,,,002309,,,1974
74IN00283,1971010620,71,2,P0620,7,,21,,,,3,,,,3,30,,,,,,12,160,170,4,,,,01,,,,016308,,,012009,,,1974
74IN00284,1971010621,71,2,P0621,7,,21,,1,,,,40,,3,30,,,08,,,,128,136,,,,,01,,,,016308,,,012009,,,1974
74IN00285,1971010625,71,2,P0625,7,,22,,,,3,, 1,,,30,,,,,,,98,,3,,,,01,0708,,,017608,,,013709,93,,1974
74IN00286,1971010626,71,2,P0626,7,,22,,1,,,,40,,3,30,,,09,,,,81,105,,,,,01,,,,017608,,,013709,,,1974
74IN00287,1971010645,71,2,P0645,7,,22,,1,,,,40,,3,30,,,09,,,,95,118,,,,,01,,,,017608,,,013109,,,1974
74IN00288,1971010671,71,2,P0671,7,,21,,1,,,,,,3,30,,, 50,,, 1,113,114,2,,,,01,0926,,,016308,,,015509,92,,1974
74IN00289,1971010678,71,2,P0678,7,,22,,1,,,,40,,3,30,,,34,,,,105,126,,,,,01,,,,017608,,,004709,,,1974
74IN00290,1971010704,71,2,P0704,7,,21,,1,,,,40,,3,30,,,08,,,,109,137,,,,,01,,,,016308,,,005909,,,1974
74IN00291,1971010743,71,2,P0743,7,,21,,1,,,,40,,3,30,,,35,,,,127,166,,,,,01,,,,016308,,,010409,,,1974
74IN00292,1971010745,71,2,P0745,7,,23,,1,,,,40,,3,30,,,07,,,,106,113,,,,,01,,,,020908,,,006109,,,1974
74IN00293,1971010800,71,2,P0800,7,,23,,1,,,,40,,3,30,,,07,,,,89,112,,,,,01,,,,020908,,,013809,,,1974
74IN00294,1971010814,71,2,P0814,7,,23,,1,,,,40,,3,30,,,35,,,,116,141,,,,,01,,,,020908,,,005809,,,1974
74IN00295,1971010832,71,2,P0832,7,,23,,1,,,,40,,3,30,,,34,,,,99,116,,,,,01,,,,020908,,,007009,,,1974
74IN00296,1971010844,71,2,P0844,7,,23,,,,3,,,,,30,,,,,,,120,,3,,,,01,0826,,,020908,,,007409,93,,1974
74IN00297,1971010872,71,2,P0872,7,,23,,1,,,,,,3,30,,,,,,,,,6,,,,01,0103,,,020908,,,005509,10,,1974
74IN00298,1971010943,71,2,P0943,7,,22,,1,,,,40,,3,30,,,09,,,,84,112,,,,,01,,,,017608,,,001109,,,1974
74IN00299,1971011204,71,2,P1204,7,,07,,2,,,,,,3,30,,,,,,,,,7,,,,01,0601,,,000008,,,014309,97,,1974
74IN00300,1971011208,71,2,P1208,7,,06,,2,,,,,,3,30,,,,,,,,,7,,,,01,0601,,,000008,,,020309,97,,1974
74IN00301,1971011212,71,2,P1212,7,,06,,2,,,,,,3,30,,,,,,,,,7,,,,01,0601,,,000008,,,016909,97,,1974
74IN00302,1971011216,71,2,P1216,7,,06,,2,,,,35,,3,30,,,08,,,,112,136,,,,,01,,,,000008,,,012009,,,1974
74IN00303,1971011232,71,1,P1232,7,,07,,2,3,,,,,,30,,2,,,05,,144,166,3,,095,,01,0729,105,4,000008,,,012909,93,,1974
74IN00304,1972011263,72,2,P1263,7,,20,,1,,,,30,,2,30,,,09,,, 2,91,132,,,,,01,,,,054107,,,059507,,,1974
74IN00305,1972011266,72,2,P1266,7,,21,,1,,,,30,,2,30,,,35,,,,121,151,,,,,01,,,,020908,,,011709,,,1974
74IN00306,1972011292,72,2,P1292,7,,22,,1,,,,30,,2,30,,,34,,,,110,132,,,,,01,,,,017608,,,008909,,,1974
74IN00307,1972011295,72,2,P1295,7,,21,,1,,,,30,,2,30,,,07,,,,101,131,,,,,01,,,,020908,,,001609,,,1974
74IN00308,1972011296,72,2,P1296,7,,21,,,,3,,,,,30,,,,,,,110,,3,,,,01,0708,,,020908,,,001609,93,,1974
74IN00309,1972011302,72,2,P1302,7,,22,,1,,,,,,2,30,,, 50,,,,114,145,2,,,,01,0926,,,017608,,,004709,92,,1974
74IN00310,1972011320,72,3,P1320,7,,,,1,1,,,,,,30,,,,120,,,120,169,,,,,01,,136,5,,,,,,,1974
74IN00311,1972011321,72,2,P1321,7,,23,,,,3,,,,2,30,,,,,,,104,135,4,,,,01,,,,017008,,,067409,,,1974
74IN00312,1972011332,72,2,P1332,7,,22,,1,,,,30,,2,30,,,09,,,,114,133,,,,,01,,,,017608,,,075509,,,1974
74IN00313,1972011337,72,2,P1337,7,,22,,1,,,,30,,2,30,,,09,,,,89,105,,,,,01,,,,017608,,,004109,,,1974
74IN00314,1972011339,72,2,P1339,7,,37,,1,,,,30,,2,30,,,08,,, 2,136,158,,,,,01,,,,026408,,,016909,,,1974
74IN00315,1972011344,72,2,P1344,7,,23,,1,,,,,,2,30,,,,,,,99,,6,,,,01,0817,,,017008,,,004409,15,,1974
74IN00316,1972011345,72,4,P1345,7,,,,1,,,,,,,30,,,,,,,,,7,,,,01,0601,,,017008,,,004409,97,,1974
74IN00317,1972011346,72,2,P1346,7,,21,,1,,,,30,,2,30,,,34,,,,106,138,,,,,01,,,,020908,,,069709,,,1974
74IN00318,1972011349,72,2,P1349,7,,21,,1,,,,30,,2,30,,,35,,,,89,120,,,,,01,,,,020908,,,005709,,,1974
74IN00319,1972011351,72,1,P1351,7,,36,,1,1,,,,,,30,,2,,,09,,146,156,,,117,,01,,142,8,326708,,,012409,,,1974
74IN00320,1972011352,72,2,P1352,7,,36,,1,,,,,,2,30,,,,,,,108,130,3,,,,01,0930,,,326708,,,012409,93,,1974
74IN00321,1972011364,72,2,P1364,7,,18,,1,,,,30,,2,30,,,08,,,,88,117,,,,,01,,,,000307,,,065707,,,1974
74IN00322,1972011373,72,2,P1373,7,,23,,1,,,,30,,2,30,,,08,,,,109,150,,,,,01,,,,017008,,,006609,,,1974
74IN00323,1972011374,72,1,P1374,7,,23,,1,1,,,,,,30,,2,,,06,,170,176,,,108,,01,,151,6,017008,,,006609,,,1974
74IN00324,1972011381,72,2,P1381,7,,22,,1,,,,30,,2,30,,,09,,,,99,117,,,,,01,,,,017608,,,017509,,,1974
74IN00325,1972011383,72,2,P1383,7,,23,,1,,,,30,,2,30,,,08,,,,94,128,,,,,01,,,,017008,,,001109,,,1974
74IN00326,1972011384,72,2,P1384,7,,23,,1,,,,30,,2,30,,,35,,,,95,129,,,,,01,,,,017008,,,001109,,,1974
74IN00327,1972011395,72,2,P1395,7,,21,,1,,,,30,,2,30,,,34,,,,105,150,,,,,01,,,,020908,,,011609,,,1974
74IN00328,1972011402,72,4,P1402,7,,,,1,1,,,,,,30,,,,,,,133,154,,,,,01,,130,3,020908,,,008709,,,1974
74IN00329,1972011409,72,2,P1409,7,,22,,1,,,,30,,2,30,,,34,,,,97,117,,,,,01,,,,017608,,,006109,,,1974
74IN00330,1972011416,72,2,P1416,7,,23,,1,,,,30,,2,30,,,35,,,,99,137,,,,,01,,,,017008,,,010409,,,1974
74IN00331,1972011430,72,2,P1430,7,,21,,1,,,,30,,2,30,,,34,,,,105,139,,,,,01,,,,020908,,,088109,,,1974
74IN00332,1972011450,72,2,P1450,7,,19,,1,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,000607,,,002107,97,,1974
74IN00333,1972011457,72,2,P1457,7,,21,,1,,,,,,2,30,,,,,,,,,6,,,,01,0120,,,020908,,,006009,17,,1974
74IN00334,1972011458,72,4,P1458,7,,,,1,1,,,,,,30,,,,,,,133,155,,,,,01,,119,4,020908,,,006009,,,1974
74IN00335,1972011459,72,2,P1459,7,,23,,1,,,,30,,2,30,,,08,,,,86,110,,,,,01,,,,017008,,,002109,,,1974
74IN00336,1972011461,72,2,P1461,7,,23,,1,,,,30,,2,30,,,35,,,,104,144,,,,,01,,,,017008,,,013609,,,1974
74IN00337,1972011497,72,2,P1497,7,,21,,1,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,020908,,,013709,97,,1974
74IN00338,1972011498,72,2,P1498,7,,21,,1,,,,30,,2,30,,,07,,,,88,116,,,,,01,,,,020908,,,013709,,,1974
74IN00339,1972011504,72,2,P1504,7,,22,,1,,,,30,,2,30,,,09,,,,96,113,6,,,,01,1118,,,017608,,,013809,19,,1974
74IN00340,1972011531,72,2,P1531,7,,22,,1,,,,30,,2,30,,,34,,,,89,111,,,,,01,,,,017608,,,070109,,,1974
74IN00341,1972011535,72,4,P1535,7,,,,1,1,,,,,,30,,,,,,,141,160,,,,,01,,088,4,020908,,,020509,,,1974
74IN00342,1972011539,72,2,P1539,7,,21,,1,,,,30,,2,30,,,34,,,,99,135,,,,,01,,,,020908,,,018309,,,1974
74IN00343,1972011540,72,4,P1540,7,,,,1,1,,,,,,30,,,,,,,135,160,,,,,01,,118,5,020908,,,002609,,,1974
74IN00344,1972011541,72,2,P1541,7,,21,,1,,,,30,,2,30,,,07,,,,81,105,,,,,01,,,,020908,,,002609,,,1974
74IN00345,1972011543,72,1,P1543,7,,21,,1,2,,,,,,30,,2,230,,09,,176,178,2,,096,,01,0926,128,5,020908,,,015509,92,,1974
74IN00346,1972011545,72,2,P1545,7,,23,,1,,,,30,,2,30,,,35,,,,128,157,,,,,01,,,,017008,,,016509,,,1974
74IN00347,1972011558,72,2,P1558,7,,21,,1,,,,30,,2,30,,,07,,,,102,127,,,,,01,,,,020908,,,004609,,,1974
74IN00348,1972011562,72,2,P1562,7,,22,,1,,,,30,,2,30,,,09,,,,124,132,,,,,01,,,,017608,,,007309,,,1974
74IN00349,1972011585,72,2,P1585,7,,21,,1,,,,30,,2,30,,,07,,,,96,120,,,,,01,,,,020908,,,009709,,,1974
74IN00350,1972011586,72,2,P1586,7,,21,,1,,,,,,2,30,,, 50,,,,87,97,2,,,,01,0926,,,020908,,,009709,92,,1974
74IN00351,1972011592,72,2,P1592,7,,21,,1,,,,,,2,30,,, 50,,,,128,161,2,,,,01,0926,,,020908,,,010709,92,,1974
74IN00352,1972011639,72,2,P1639,7,,23,,1,,,,30,,2,30,,,35,,,,100,139,,,,,01,,,,017008,,,011909,,,1974
74IN00353,1972011642,72,2,P1642,7,,22,,1,,,,30,,2,30,,,09,,,,94,122,,,,,01,,,,017608,,,013109,,,1974
74IN00354,1972011647,72,2,P1647,7,,22,,1,,,,30,,2,30,,,34,,,,83,115,,,,,01,,,,017608,,,056809,,,1974
74IN00355,1972011656,72,2,P1656,7,,23,,1,,,,30,,2,30,,,08,,,,106,131,,,,,01,,,,017008,,,099109,,,1974
74IN00356,1972011679,72,2,P1679,7,,22,,1,,,,30,,2,30,,,09,,,,80,100,,,,,01,,,,017608,,,060809,,,1974
74IN00357,1972011681,72,2,P1681,7,,21,,,,3,,,,,30,,,,,,,89,,3,,,,01,0617,,,020908,,,051909,93,,1974
74IN00358,1972011682,72,2,P1682,7,,36,,1,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,326708,,,001809,97,,1974
74IN00359,1972011700,72,2,P1700,7,,22,,1,,,,30,,2,30,,,09,,,,104,122,,,,,01,,,,017608,,,004309,,,1974
74IN00360,1972011701,72,2,P1701,7,,22,,1,,,,30,,2,30,,,34,,,,94,125,,,,,01,,,,017608,,,004309,,,1974
74IN00361,1972011706,72,2,P1706,7,,19,,1,,,,30,,2,30,,,07,,,,87,109,,,,,01,,,,000607,,,059107,,,1974
74IN00362,1972011719,72,2,P1719,7,,22,,1,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,017608,,,106209,97,,1974
74IN00363,1972011721,72,2,P1721,7,,37,,1,,,,30,,2,30,,,34,,,,105,122,,,,,01,,,,026408,,,007009,,,1974
74IN00364,1972011727,72,2,P1727,7,,18,,1,,,,30,,2,30,,,35,,,,114,148,,,,,01,,,,000307,,,062107,,,1974
74IN00365,1972011735,72,2,P1735,7,,37,,1,,,,30,,2,30,,,08,,,,101,125,,,,,01,,,,026408,,,015709,,,1974
74IN00366,1972011736,72,2,P1736,7,,37,,1,,,,30,,2,30,,,35,,,,119,150,,,,,01,,,,026408,,,015709,,,1974
74IN00367,1972011751,72,2,P1751,7,,36,,1,,,,30,,2,30,,,07,,,,116,136,,,,,01,,,,326708,,,013409,,,1974
74IN00368,1972011770,72,2,P1770,7,,37,,1,,,,30,,2,30,,,08,,, 1,124,122,,,,,01,,,,026408,,,012009,,,1974
74IN00369,1972011771,72,1,P1771,7,,37,,1,1,,,,,,30,,2,,,07,,145,163,,,130,,01,,104,8,026408,,,012009,,,1974
74IN00370,1972011799,72,2,P1799,7,,18,,1,,,,30,,2,30,,,08,,,,88,121,,,,,01,,,,000307,,,070407,,,1974
74IN00371,1972011876,72,2,P1876,7,,10,,2,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,,,,054307,97,,1974
74IN00372,1972011877,72,2,P1877,7,,10,,2,,,,,,2,30,,, 50,,, 1,74,115,2,,,,01,0926,,,,8,,054307,92,,1974
74IN00373,1972011878,72,2,P1878,7,,10,,2,,,,,,2,30,,,,,,,,,7,,,,01,0601,,,,,,054307,97,,1974
74IN00374,1972011879,72,2,P1879,7,,10,,2,,,,25,,2,30,,,08,,, 1,94,127,,,,,01,,,,,,,120807,,,1974
74IN00375,1972011885,72,2,P1885,7,,09,,2,,,,25,,2,30,,,09,,,,96,110,,,,,01,,,,,,,062007,,,1974
74IN00376,1972011905,72,2,P1905,7,,10,,2,,,,25,,2,30,,,07,,,,85,111,,,,,01,,,,,,,064507,,,1974
74IN00377,1972011912,72,2,P1912,7,,10,,2,,,,,,2,30,,,,,,,,,6,,,,01,0401,,,,,,059507,01,,1974
74IN00378,1972011917,72,2,P1917,7,,10,,2,,,,,,2,30,,,,,,,,,6,,,,01,0423,,,,,,087207,01,,1974
74IN00379,1972011934,72,2,P1934,7,,10,,2,,,,25,,2,30,,,08,,, 2,107,123,,,,,01,,,,,,,000107,,,1974
74IN00380,1972011941,72,2,P1941,7,,10,,2,,,,25,,2,30,,,07,,,,86,110,,,,,01,,,,,,,058507,,,1974
74IN00381,1972011987,72,2,P1987,7,,10,,2,,,,25,,2,30,,,35,,,,103,131,,,,,01,,,,,,,050307,,,1974
74IN00382,1973012030,73,1,P2030,7,,201,,1,3,,,,2,,30,,1,,110,08,,110,122,3,,098,041,01,0920,085,6,154307,,,1364 7,93,,1974
74IN00383,1973012033,73,1,P2033,7,,19,,1,,,,,2,,30,,,,,,,,,7,,,,01,0601,,,123207,,,0844 7,97,,1974
74IN00384,1973012034,73,2,P2034,7,,19,,1,,,,,,1,30,,,,,,,,,3,,,,01,0304,,,123207,,,0844 7,93,,1974
74IN00385,1973012072,73,2,P2072,7,,18,,1,,,,20,,1,30,,,34,,,,81,109,,,,,01,,,,135107,,,0626 7,,,1974
74IN00386,1973012073,73,2,P2073,7,,18,,1,,,,,,1,30,,,,,,,,,6,,,,01,0227,,,135107,,,0626 7,10,,1974
74IN00387,1973012076,73,2,P2076,7,,201,,1,,,,20,,1,30,,,35,,,,103,131,,,,,01,,,,154307,,,1531 7,,,1974
74IN00388,1973012077,73,2,P2077,7,,19,,1,,,,20,,1,30,,,08,,,,91,116,,,,,01,,,,123207,,,0018 7,,,1974
74IN00389,1973012079,73,2,P2079,7,,181,,1,,,,20,,1,30,,,34,,,,87,118,,,,,01,,,,135107,,,140907,,,1974
74IN00390,1973012104,73,2,P2104,7,,20,,1,,,,20,,1,30,,,07,,,,92,116,,,,,01,,,,154307,,,0678 7,,,1974
74IN00391,1973012139,73,2,P2139,7,,181,,1,,,,20,,1,30,,,07,,,,109,121,,,,,01,,,,135107,,,1381 7,,,1974
