UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE2,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN
06WN00107,2006052324,06,H2324,05,2,88,30,02,9,3,2,7.0,7,5,1,91,213,122,16,9.6,50,64,0.446,63,1,1,,,0,M,.,e31,4TEATS,H1168,05,91108,09,88,1,,0,8,5,101,2.47,134.4,1,80,0,,,,
06WN00108,2006052325,06,H2325,05,3,88,30,02,9,3,2,7.0,7,5,1,91,213,122,3,11.1,67,72,0.499,71,1,1,,,0,M,.,,,H1168,05,91108,09,88,V,,0,8,5,105,2.47,134.4,V,93,0,,,Vacc,
06WN00109,2006052326,06,H2326,05,3,88,30,03,8,2,2,2.0,2,2,H,91,219,128,3,5.3,0,61,0.435,58,1,1,,,0,M,.,,RAT PNEU.TX.,H0471,05,H1107,05,83,3,93,270,5,6,85,2.11,107.2,3,64,0,,,,
06WN00110,2006052327,06,H2327,05,3,88,30,03,8,2,2,2.0,2,2,H,91,219,128,2,6.3,0,61,0.427,58,1,1,,,0,M,.,,RAT,H0471,05,H1107,05,83,3,93,270,5,4,85,2.11,107.2,3,67,0,,,,
06WN00111,2006052329,06,H2329,05,3,00,33, 3,9,3,2,5.0,5,4,1,91,213,122,8,8.7,62,78,0.568,77,1,1,,,2,X,PPL,,,K0000,64,A8770,04,84,Z,93,187,8,4,0,2.04,103.7,Z,0,0,,,,
06WN00112,2006052330,06,H2330,05,2,00,33, 3,9,3,2,5.0,5,4,1,91,213,122,4,7.4,54,77,0.57,76,1,1,,,2,X,.,e.0,,K0000,64,A8770,04,84,1,,0,8,6,88,2.04,103.7,1,93,0,,,,
06WN00113,2006052331,06,H2331,05,2,88,30,03,8,2,1,2.0,2,2,1,91,213,122,2,8.7,65,82,0.601,81,1,1,,,0,M,.,,CATHAIR,H0471,05,H1135,05,83,Z,93,263,3,2,104,2.11,120.0,Z,100,0,,,,
06WN00114,2006052333,06,H2333,05,3,88,30,e34,8,2,2,1.0,1,1,1,91,213,122,13,9.5,49,65,0.455,64,1,1,,,0,M,WSW,,,H0994,05,H1732,05,82,V,,0,5,5,99,2.18,128.8,V,87,0,,,Life,
06WN00115,2006052334,06,H2334,05,2,88,30,e34,8,2,2,1.0,1,1,1,91,213,122,2,8.5,50,69,0.496,68,1,1,,,0,L,WSW,e34,,H0994,05,H1732,05,82,1,,0,5,5,101,2.18,128.8,1,88,0,,,Life,
06WN00116,2006052335,06,H2335,05,2,88,30,01,8,2,2,2.0,2,2,1,91,213,122,15,7.4,50,65,0.472,64,1,1,,,0,M,  3,  3,,H1311,05,H1132,05,88,2,92,264,5,5,87,2.28,104.7,2,86,88,,,,
06WN00117,2006052336,06,H2336,05,3,88,30,01,8,2,2,2.0,2,2,1,91,213,122,5,8.1,62,82,0.606,81,1,1,,,0,M,.,,,H1311,05,H1132,05,88,V,,0,5,5,96,2.28,104.7,V,101,0,,,Vacc,
06WN00118,2006052337,06,H2337,05,3,88,30,e32,5,1,1,6.0,6,4,1,91,213,122,10,10.8,59,74,0.518,73,1,1,,,0,M,PPL,,PNEU. TX.,H0596,05,A7457,04,88,Z,93,187,1,1,103,2.1,128.9,Z,0,0,,,,
06WN00119,2006052339,06,H2339,05,3,88,30,03,5,1,1,2.0,2,2,1,91,213,122,15,14.8,72,87,0.592,86,1,1,,,0,M,.,,,H0471,05,H1049,05,82,V,,0,1,1,102,1.77,112.3,V,112,0,,,Vacc,
06WN00120,2006052340,06,H2340,05,2,00,33, 1,8,2,2,4.0,4,4,1,91,213,122,8,9.9,71,84,0.607,83,1,1,,,2,X,.,e.0,,K0000,64,A9458,04,84,1,,0,5,5,99,1.96,122.2,1,105,0,,,,
06WN00121,2006052341,06,H2341,05,2,00,33, 1,8,2,2,4.0,4,4,1,91,213,122,3,9.6,62,79,0.569,78,1,1,,,2,X,.,e.0,,K0000,64,A9458,04,84,1,,0,5,5,95,1.96,122.2,1,95,0,,,,
06WN00122,2006052342,06,H2342,05,3,88,30,02,5,1,1,7.0,7,5,H,91,219,128,2,11.3,0,78,0.521,74,1,1,,,0,M,.,,CR.RF.LEG,H1168,05,90071,09,88,3,93,270,1,1,92,1.56,104.1,3,80,0,,,,
06WN00123,2006052343,06,H2343,05,1,00,33, 3,9,3,2,3.0,3,3,1,91,213,122,4,9.4,69,74,0.53,73,1,1,,,2,X,.,,BUSHY,K0000,64,H0495,05,88,3,93,255,8,5,0,2.2,116.9,3,94,0,,,,
06WN00124,2006052344,06,H2344,05,1,00,33, 3,9,3,2,3.0,3,3,1,91,213,122,4,10.8,73,97,0.707,96,1,1,,,2,X,.,,,K0000,64,H0495,05,88,3,93,255,8,5,0,2.2,116.9,3,115,0,,,,
06WN00125,2006052348,06,H2348,05,3,88,30,03,3,4,1,2.0,2,2,1,92,213,121,12,4.5,56,71,0.55,70,1,1,,,0,M,PPL,,RAT,H0471,05,H1293,05,83,Z,93,187,7,2,86,2.44,96.8,Z,0,0,,,,
06WN00126,2006052349,06,H2349,05,2,88,30,e33,5,1,1,1.0,1,1,1,92,213,121,3,11.0,65,76,0.537,75,1,1,,,0,L,WSW,e32,,H1254,05,H1795,05,82,1,,0,1,1,99,2.08,117.4,1,97,0,,,Life,
06WN00127,2006052350,06,H2350,05,2,88,30,e34,5,1,1,1.0,1,1,1,92,213,121,10,10.4,68,83,0.6,82,1,1,,,0,L,WSW,e31,,H0994,05,H1426,05,88,1,,0,1,1,104,2.08,118.8,1,108,0,,,Life,
06WN00128,2006052351,06,H2351,05,3,88,30,e33,5,1,1,1.0,1,1,2,92,215,123,9,13.2,77,95,0.665,93,1,1,,,0,M,.,,,H1254,05,H1629,05,88,3,93,270,1,1,110,2.08,121.0,3,116,0,,,,
06WN00129,2006052353,06,H2353,05,1,88,30,04,9,3,2,2.0,2,2,1,92,213,121,13,10.0,60,76,0.545,75,1,1,,,0,M,.,,,H1112,05,H1303,05,88,3,93,255,8,5,101,2.44,131.8,3,98,0,,,,
06WN00130,2006052354,06,H2354,05,2,88,30,04,9,3,2,2.0,2,2,1,92,213,121,12,11.1,62,78,0.553,77,1,1,,,0,M,.,e34,,H1112,05,H1303,05,88,1,,0,8,5,107,2.44,131.8,1,98,0,,,,
06WN00131,2006052355,06,H2355,05,2,88,30,05,9,3,2,2.0,2,2,1,92,213,121,10,9.2,59,75,0.544,74,1,1,,,0,M,.,e31,,H1063,05,H1223,05,83,1,,0,8,5,103,2.11,126.0,1,96,0,,,,
06WN00132,2006052356,06,H2356,05,1,88,30,05,9,3,2,2.0,2,2,1,92,213,121,2,10.2,59,78,0.56,77,1,1,,,0,M,.,,,H1063,05,H1223,05,83,3,93,255,8,5,99,2.11,126.0,3,92,0,,,,
06WN00133,2006052357,06,H2357,05,3,00,33, 1,8,2,2,4.0,4,4,1,92,213,121,2,12.4,68,89,0.633,88,1,1,,,2,X,.,,,K0000,64,A9293,04,84,3,93,270,5,5,0,1.96,135.8,3,115,0,,,,
06WN00134,2006052358,06,H2358,05,3,00,33, 1,8,2,2,4.0,4,4,1,92,213,121,4,11.2,67,86,0.618,85,1,1,,,2,X,.,,,K0000,64,A9293,04,84,3,93,270,5,5,0,1.96,135.8,3,105,0,,,,
06WN00135,2006052359,06,H2359,05,2,00,33, 1,8,2,2,5.0,5,4,1,92,213,121,10,11.3,65,85,0.609,84,1,3,,,2,X,.,e.0,,K0000,64,A8790,04,82,1,,0,5,5,98,1.82,115.5,1,103,0,,,,
06WN00136,2006052360,06,H2360,05,2,00,33, 1,8,2,2,5.0,5,4,1,92,213,121,14,11.0,62,77,0.545,76,1,1,,,2,X,.,e.0,,K0000,64,A8790,04,82,1,,0,5,5,91,1.82,115.5,1,100,0,,,,
06WN00137,2006052361,06,H2361,05,1,88,30,02,8,2,2,2.0,2,2,1,92,213,121,13,10.2,62,82,0.593,81,1,1,,,0,M,.,,,H1168,05,H1039,05,88,1,,0,5,5,110,2.11,144.5,1,92,0,,,,CTL
06WN00138,2006052362,06,H2362,05,1,88,30,02,8,2,2,2.0,2,2,1,92,213,121,3,10.0,68,84,0.612,83,1,3,,,0,M,.,,,H1168,05,H1039,05,88,1,,0,5,5,111,2.11,144.5,1,102,0,,,,EXP
06WN00139,2006052363,06,H2363,05,3,00,33, 1,8,2,2,5.0,5,4,1,92,213,121,5,10.4,64,85,0.617,84,1,1,,,2,X,.,,,K0000,64,A8294,04,84,3,93,270,5,5,0,2.15,128.0,3,108,0,,,,
06WN00140,2006052364,06,H2364,05,2,00,33, 1,8,2,2,5.0,5,4,1,92,213,121,1,11.4,67,80,0.567,79,1,1,,,2,X,.,e.0,,K0000,64,A8294,04,84,1,,0,5,5,97,2.15,128.0,1,102,0,,,,
06WN00141,2006052365,06,H2365,05,3,00,33, 2,8,2,2,6.0,6,4,H,92,219,127,2,11.5,0,73,0.484,70,1,1,,,2,X,.,,SPLIT SCROTUM,K0000,64,A7138,04,82,3,93,270,5,5,0,2.1,130.4,3,76,0,,,,
06WN00142,2006052366,06,H2366,05,3,00,33, 2,8,2,2,6.0,6,4,H,92,219,127,2,12.6,0,86,0.578,82,1,1,,,2,X,.,,,K0000,64,A7138,04,82,3,93,270,5,5,0,2.1,130.4,3,88,0,,,,
06WN00143,2006052367,06,H2367,05,3,88,30,05,9,3,2,2.0,2,2,1,92,213,121,1,9.0,56,71,0.512,70,1,1,,,0,M,PPL,,,H1063,05,H1080,05,83,Z,93,187,8,4,109,2.28,143.8,Z,0,0,,,,
06WN00144,2006052368,06,H2368,05,3,88,30,05,9,3,2,2.0,2,2,1,92,213,121,2,7.2,51,66,0.486,66,1,1,,,0,M,PPL,,,H1063,05,H1080,05,83,Z,93,187,8,6,107,2.28,143.8,Z,0,0,,,,
06WN00145,2006052369,06,H2369,05,3,88,30,05,9,3,1,2.0,2,2,2,92,215,123,6,8.7,62,78,0.563,76,1,1,,,0,M,.,,,H1063,05,H1080,05,83,V,,0,7,2,112,2.28,143.8,V,87,0,,,Vacc,
06WN00146,2006052371,06,H2371,05,2,88,30,03,9,3,2,7.0,7,5,1,92,213,121,5,10.5,57,65,0.45,65,1,1,,,0,M,.,e31,,H0471,05,91125,09,88,1,,0,8,6,100,2.29,129.4,1,86,0,,,,
06WN00147,2006052372,06,H2372,05,1,88,30,03,9,3,2,7.0,7,5,1,92,213,121,1,12.6,66,75,0.516,74,1,1,,,0,M,.,,X,H0471,05,91125,09,88,3,93,255,8,4,100,2.29,129.4,3,88,0,,,,
06WN00148,2006052373,06,H2373,05,3,88,30,e31,8,2,2,5.0,5,4,1,92,213,121,2,7.8,56,71,0.522,70,1,1,,,0,M,PPL,,,H1159,05,A8226,04,84,Z,93,187,5,5,94,1.93,114.0,Z,0,0,,,,
06WN00149,2006052374,06,H2374,05,2,88,30,e31,8,2,2,5.0,5,4,1,92,213,121,6,8.2,57,71,0.519,70,1,1,,,0,M,  3,  3,,H1159,05,A8226,04,84,2,92,264,5,5,95,1.93,114.0,2,92,97,,,,
06WN00150,2006052375,06,H2375,05,2,88,30,e33,8,2,2,5.0,5,4,1,92,213,121,9,11.8,60,76,0.531,75,1,1,,,0,M,  3,  3,,H1254,05,A8386,04,84,2,92,264,5,5,104,1.82,127.6,2,100,99,,,,
06WN00151,2006052376,06,H2376,05,1,88,30,e33,8,2,2,5.0,5,4,1,92,213,121,10,12.4,70,88,0.625,87,1,1,,,0,M,.,,YRLG DAM,H1254,05,A8386,04,84,3,93,255,5,5,105,1.82,127.6,3,101,0,,,,
06WN00152,2006052377,06,H2377,05,2,88,30,e31,5,1,1,1.0,1,1,1,92,213,121,15,11.3,64,80,0.568,79,1,1,,,0,L,WSW,e34,PINK,H1159,05,H1530,05,88,1,,0,1,1,102,2.08,118.2,1,103,0,,,Life,
06WN00153,2006052378,06,H2378,05,2,88,30,e32,5,1,1,1.0,1,1,1,93,213,120,6,11.3,65,83,0.598,83,1,1,,,0,L,WSW,e34,,H0596,05,H1591,05,88,1,,0,1,1,104,2.08,119.0,1,100,0,,,Life,
06WN00154,2006052379,06,H2379,05,2,88,30,e31,7,2,1,1.0,1,1,1,93,213,120,5,8.0,55,69,0.508,69,1,1,,,0,L,WSW,e31,,H1159,05,H1696,05,88,1,,0,3,2,95,2.18,116.2,1,91,0,,,Life,
06WN00155,2006052380,06,H2380,05,2,88,30,e34,5,1,1,1.0,1,1,1,93,213,120,3,11.6,71,88,0.637,88,1,1,,,0,L,WSW,e32,,H0994,05,H1460,05,88,1,,0,1,1,107,2.08,120.0,1,110,0,,,Life,
06WN00156,2006052382,06,H2382,05,2,00,33, 1,9,3,2,5.0,5,4,1,93,213,120,13,8.3,55,69,0.506,69,1,1,,,2,X,  6,  6,4TEATS,K0000,64,A8371,04,82,2,92,264,8,6,85,2.04,113.6,2,92,89,,,,
06WN00157,2006052383,06,H2383,05,3,00,33, 1,9,3,2,5.0,5,4,1,93,213,120,15,10.5,80,92,0.679,92,1,1,,,2,X,.,,,K0000,64,A8371,04,82,3,93,270,8,4,0,2.04,113.6,3,118,0,,,,
06WN00158,2006052384,06,H2384,05,2,88,30,02,8,2,2,2.0,2,2,1,93,213,120,7,10.0,44,59,0.408,59,1,3,,,0,M,.,,DEAD JULY,H1168,05,H1279,05,82,6,10,204,5,5,81,1.94,99.6,6,0,0,,,,
06WN00159,2006052385,06,H2385,05,2,88,30,02,8,2,2,2.0,2,2,1,93,213,120,5,10.1,47,64,0.449,64,1,1,,,0,M,  4,  4,,H1168,05,H1279,05,82,2,92,264,5,5,84,1.94,99.6,2,82,83,,,,
06WN00160,2006052386,06,H2386,05,2,88,30,e33,5,1,1,1.0,1,1,1,93,213,120,11,13.2,55,71,0.482,71,1,1,,,0,L,WSW,e33,,H1254,05,H1828,05,88,1,,0,1,1,96,2.08,116.6,1,91,0,,,Life,
06WN00161,2006052387,06,H2387,05,2,00,33, 3,8,2,2,5.0,5,4,1,93,213,120,13,8.5,60,74,0.546,74,1,3,,,2,X,  6,  6,,K0000,64,A8274,04,84,2,92,264,5,5,90,1.82,118.2,2,93,96,,,,
06WN00162,2006052388,06,H2388,05,2,00,33, 3,8,2,2,5.0,5,4,1,93,213,120,13,8.5,64,77,0.571,77,1,1,,,2,X,.,e.0,,K0000,64,A8274,04,84,1,,0,5,5,93,1.82,118.2,1,100,0,,,,
06WN00163,2006052389,06,H2389,05,3,00,33, 3,8,2,1,5.0,5,4,H,93,219,126,3,10.5,0,102,0.726,98,1,1,,,2,X,.,,ENTROPION,K0000,64,A8405,04,82,3,93,270,3,2,0,1.93,118.5,3,113,0,,,,
06WN00164,2006052391,06,H2391,05,1,88,30,01,8,2,2,2.0,2,2,1,93,213,120,2,9.5,69,88,0.654,88,1,1,2,,0,M,.,,H2+,H1311,05,H1369,05,88,3,93,255,5,5,104,2.11,123.9,3,108,0,,,,
06WN00165,2006052392,06,H2392,05,1,88,30,01,8,2,2,2.0,2,2,1,93,213,120,16,8.7,51,60,0.428,60,1,1,,,0,M,.,,PNEU.TX.,H1311,05,H1369,05,88,3,93,255,5,5,90,2.11,123.9,3,73,0,,,,
06WN00166,2006052394,06,H2394,05,3,00,33, 2,9,3,2,6.0,6,4,1,93,213,120,10,9.7,50,65,0.461,65,1,1,,,2,X,PPL,,PNEU.TX.,K0000,64,A7059,04,88,Z,93,187,8,3,0,2.1,106.7,Z,0,0,,,,
06WN00167,2006052395,06,H2395,05,3,00,33, 2,9,3,2,6.0,6,4,1,93,213,120,11,6.5,51,66,0.496,66,1,1,,,2,X,PPL,,PNEU.TX.,K0000,64,A7059,04,88,Z,93,187,8,7,0,2.1,106.7,Z,0,0,,,,
06WN00168,2006052397,06,H2397,05,2,88,30,e34,9,3,2,4.0,4,4,1,93,213,120,5,8.8,66,82,0.61,82,1,1,,,0,M,.,e33,,H0994,05,A9134,04,82,1,,0,8,5,114,2.46,139.8,1,102,0,,,,
06WN00169,2006052398,06,H2398,05,2,88,30,e34,9,3,2,4.0,4,4,1,93,213,120,1,7.5,60,75,0.563,75,1,1,,,0,M,  1,  1,,H0994,05,A9134,04,82,2,92,264,8,5,110,2.46,139.8,2,99,98,,,,
06WN00170,2006052399,06,H2399,05,2,88,30,e34,8,2,2,1.0,1,1,1,93,213,120,10,9.7,54,69,0.494,69,1,1,,,0,L,WSW,e33,,H0994,05,H1847,05,83,1,,0,5,5,103,2.18,131.4,1,92,0,,,Life,
06WN00171,2006052400,06,H2400,05,2,88,30,e34,8,2,2,1.0,1,1,1,93,213,120,7,9.9,57,76,0.551,76,1,1,,,0,L,WSW,e34,,H0994,05,H1847,05,83,1,,0,5,5,106,2.18,131.4,1,98,0,,,Life,
06WN00172,2006052401,06,H2401,05,2,88,30,e32,5,1,1,1.0,1,1,1,93,213,120,13,12.0,77,85,0.608,85,1,1,,,0,L,WSW,e34,HAIRY,H0596,05,H1399,05,88,1,,0,1,1,105,2.08,119.4,1,111,0,,,Life,
06WN00173,2006052403,06,H2403,05,2,88,30,04,8,2,2,2.0,2,2,1,93,213,120,16,8.8,63,73,0.535,73,1,1,,,0,M,.,e31,,H1112,05,H1141,05,88,1,,0,5,5,101,1.94,123.2,1,95,0,,,,
06WN00174,2006052404,06,H2404,05,2,88,30,04,8,2,2,2.0,2,2,1,93,213,120,3,7.6,55,73,0.545,73,1,1,,,0,M,.,e32,,H1112,05,H1141,05,88,1,,0,5,5,101,1.94,123.2,1,94,0,,,,
06WN00175,2006052405,06,H2405,05,2,00,33, 2,3,4,1,6.0,6,4,1,93,213,120,5,7.0,66,80,0.608,80,1,1,,,2,X,.,e.0,,K0000,64,A7755,04,88,1,,0,7,2,95,2.9,119.3,1,102,0,,,,
06WN00176,2006052412,06,H2412,05,2,00,33, 2,8,2,1,4.0,4,4,1,93,213,120,16,10.4,37,50,0.33,50,1,1,,,2,X,.,,PINK,K0000,64,A9817,04,82,3,93,270,3,2,71,2.08,121.3,3,70,0,,,,
06WN00177,2006052416,06,H2416,05,3,00,33, 1,5,1,1,5.0,5,4,1,93,213,120,13,13.8,89,111,0.81,111,1,1,,,2,X,.,,,K0000,64,A8662,04,82,3,93,270,1,1,0,1.71,106.4,3,135,0,,,,
06WN00178,2006052417,06,H2417,05,2,88,30,04,8,2,2,2.0,2,2,1,93,213,120,10,9.1,62,73,0.533,73,1,1,,,0,M,.,e33,,H1112,05,H1058,05,88,1,,0,5,5,103,1.94,126.9,1,92,0,,,,
06WN00179,2006052418,06,H2418,05,2,88,30,04,8,2,2,2.0,2,2,1,93,213,120,14,10.0,66,80,0.583,80,1,1,,,0,M,.,e34,,H1112,05,H1058,05,88,1,,0,5,5,106,1.94,126.9,1,96,0,,,,
06WN00180,2006052420,06,H2420,05,2,00,33, 4,8,2,2,5.0,5,4,1,93,213,120,10,5.8,35,46,0.335,46,1,1,,,2,X,.,,,K0000,64,A8339,04,82,3,93,270,5,7,65,1.93,110.6,3,65,0,,,,
06WN00181,2006052421,06,H2421,05,3,00,33, 4,8,2,2,5.0,5,4,1,93,213,120,10,9.7,48,61,0.428,61,8,1,,,2,X,.,,PINTO,K0000,64,A8339,04,82,3,93,270,5,3,0,1.93,110.6,3,84,0,,,,
06WN00182,2006052422,06,H2422,05,2,00,33, 1,8,2,2,3.0,3,3,1,93,213,120,16,10.4,56,71,0.505,71,1,1,,,2,X,  7,  7,,K0000,64,H0639,05,88,2,92,264,5,5,87,2.2,116.4,2,90,93,,,,
06WN00183,2006052423,06,H2423,05,2,00,33, 1,8,2,2,3.0,3,3,1,93,213,120,10,10.5,63,83,0.604,83,1,1,,,2,X,.,e.0,,K0000,64,H0639,05,88,1,,0,5,5,97,2.2,116.4,1,99,0,,,,
06WN00184,2006052424,06,H2424,05,2,88,30,03,8,2,2,2.0,2,2,1,93,213,120,5,8.8,56,63,0.452,63,1,1,,,0,M,.,,PARESIS? X,H0471,05,H0896,05,83,3,93,226,5,5,84,2.11,100.6,3,0,0,,,,
06WN00185,2006052425,06,H2425,05,3,88,30,03,8,2,2,2.0,2,2,1,93,213,120,4,9.0,63,64,0.458,64,1,1,,,0,M,.,,HAIRY,H0471,05,H0896,05,83,V,,0,5,5,84,2.11,100.6,V,98,0,,,Vacc,
06WN00186,2006052426,06,H2426,05,2,00,33, 2,8,2,2,3.0,3,3,1,93,213,120,5,10.3,53,70,0.498,70,1,1,,,2,X,  7,  7,,K0000,64,H0614,05,88,2,92,264,5,5,91,2.34,135.4,2,85,89,,,,
06WN00187,2006052427,06,H2427,05,3,00,33, 2,8,2,2,3.0,3,3,1,93,213,120,11,11.7,67,87,0.628,87,1,1,,,2,X,.,,PNEU.TX.,K0000,64,H0614,05,88,3,93,270,5,5,0,2.34,135.4,3,116,0,,,,
06WN00188,2006052428,06,H2428,05,2,00,33, 4,5,1,1,6.0,6,4,1,93,213,120,8,9.3,63,75,0.548,75,1,1,,,2,X,  5,  5,4TEATS,K0000,64,A7469,04,82,2,92,264,1,1,86,1.8,97.1,2,97,104,,,,
06WN00189,2006052429,06,H2429,05,2,00,33, 1,9,3,1,6.0,6,4,H,93,219,126,1,10.7,0,106,0.756,101,1,1,,,2,X,.,e.0,SCOURS TX.,K0000,64,A7509,04,81,1,,0,7,2,113,2.1,118.4,1,113,0,,,,
06WN00190,2006052431,06,H2431,05,1,88,30,01,8,2,2,2.0,2,2,1,93,213,120,15,12.0,58,77,0.542,77,1,1,,,0,M,.,,,H1311,05,H0891,05,83,3,93,255,5,5,104,2.11,135.4,3,96,0,,,,
06WN00191,2006052432,06,H2432,05,2,88,30,01,8,2,2,2.0,2,2,1,93,213,120,2,11.7,70,88,0.636,88,1,1,,,0,M,.,e31,,H1311,05,H0891,05,83,1,,0,5,5,115,2.11,135.4,1,106,0,,,,
06WN00192,2006052434,06,H2434,05,2,00,33, 1,9,3,2,5.0,5,4,2,94,215,121,1,10.5,66,79,0.566,78,1,1,,,2,X,.,e.0,,K0000,64,A8380,04,83,1,,0,8,5,97,2.71,131.9,1,99,0,,,,
06WN00193,2006052435,06,H2435,05,3,00,33, 1,9,3,2,5.0,5,4,2,94,215,121,13,9.1,66,82,0.602,81,1,1,,,2,X,.,,,K0000,64,A8380,04,83,3,93,270,8,5,0,2.71,131.9,3,104,0,,,,
06WN00194,2006052436,06,H2436,05,3,00,33, 4,8,2,1,6.0,6,4,1,94,213,119,5,9.4,71,92,0.694,93,1,1,,,2,X,.,,PNEU.TX.,K0000,64,A7265,04,82,3,93,270,3,2,0,2.0,121.6,3,107,0,,,,
06WN00195,2006052438,06,H2438,05,2,88,30,03,8,2,2,2.0,2,2,2,94,215,121,7,9.2,66,80,0.585,79,1,3,,,0,M,.,e32,,H0471,05,H1241,05,83,1,,0,5,5,105,1.94,124.6,1,92,0,,,,
06WN00196,2006052439,06,H2439,05,2,88,30,03,8,2,2,2.0,2,2,2,94,215,121,11,9.0,62,78,0.57,77,1,1,,,0,M,.,e31,,H0471,05,H1241,05,83,1,,0,5,5,104,1.94,124.6,1,94,0,,,,
06WN00197,2006052440,06,H2440,05,3,00,33, 4,8,2,2,3.0,3,3,2,94,215,121,14,12.4,73,82,0.575,81,1,1,,,2,X,.,,,K0000,64,H0629,05,88,3,93,270,5,4,0,1.91,123.3,3,98,0,,,,
06WN00198,2006052441,06,H2441,05,2,00,33, 4,8,2,2,3.0,3,3,2,94,215,121,12,10.3,59,76,0.543,75,1,1,,,2,X,  6,  6,HAIRY,K0000,64,H0629,05,88,2,92,264,5,6,92,1.91,123.3,2,95,97,,,,
06WN00199,2006052443,06,H2443,05,3,00,33, 2,8,2,1,4.0,4,4,2,94,215,121,6,8.0,73,91,0.686,90,1,1,,,2,X,.,,SCOURS TX.,K0000,64,A9962,04,82,3,93,270,3,2,0,2.08,116.5,3,110,0,,,,
06WN00200,2006052445,06,H2445,05,2,00,33, 3,9,3,2,4.0,4,4,2,94,215,121,1,8.8,66,69,0.498,69,1,1,,,2,X,.,,BUSHY,K0000,64,A9545,04,81,3,93,270,8,7,89,2.21,132.2,3,83,0,,,,
06WN00201,2006052446,06,H2446,05,2,00,33, 3,9,3,2,4.0,4,4,2,94,215,121,1,12.0,78,96,0.694,95,3,1,,,2,X,.,,BLK.RR.LEG,K0000,64,A9545,04,81,Z,93,263,8,3,111,2.21,132.2,Z,116,0,,,,
06WN00202,2006052447,06,H2447,05,3,88,30,05,9,3,1,7.0,7,5,2,94,215,121,12,9.4,72,93,0.691,92,1,1,,,0,M,.,,,H1063,05,A6285,04,81,3,93,270,7,2,115,2.29,132.8,3,109,0,,,,
06WN00203,2006052450,06,H2450,05,2,88,30,03,5,1,1,2.0,2,2,2,94,215,121,9,13.8,84,93,0.655,92,1,1,,,0,M,.,e34,ENTROPION,H0471,05,H1160,05,82,1,,0,1,1,107,1.77,114.2,1,112,0,,,,
06WN00204,2006052451,06,H2451,05,2,88,30,04,9,3,2,7.0,7,5,2,94,215,121,12,10.3,54,70,0.493,70,1,1,,,0,M,.,e31,PNEU. TX.,H1112,05,90597,09,88,1,,0,8,5,106,2.38,137.7,1,85,0,,,,
06WN00205,2006052452,06,H2452,05,1,88,30,04,9,3,2,7.0,7,5,2,94,215,121,1,9.1,65,81,0.594,80,1,1,,,0,M,.,,PNEU. TX.,H1112,05,90597,09,88,1,,0,8,5,107,2.38,137.7,1,97,0,,,,CTL
06WN00206,2006052454,06,H2454,05,2,88,30,02,9,3,1,2.0,2,2,2,94,215,121,1,9.7,62,75,0.54,74,1,1,,,0,M,.,e32,,H1168,05,H1095,05,82,1,,0,7,2,93,2.28,105.6,1,87,0,,,,
06WN00207,2006052458,06,H2458,05,2,88,30,05,9,3,1,2.0,2,2,2,94,215,121,13,4.4,52,68,0.526,67,1,1,,,0,M,.,e32,SCOURS TX.,H1063,05,H0876,05,83,1,,0,7,2,94,2.28,116.7,1,82,0,,,,
06WN00208,2006052459,06,H2459,05,2,00,33, 1,8,2,2,3.0,3,3,2,94,215,121,10,10.3,72,87,0.634,86,1,1,,,2,X,.,e.0,,K0000,64,H0591,05,88,1,,0,5,5,105,2.06,136.9,1,99,0,,,,
06WN00209,2006052460,06,H2460,05,2,00,33, 1,8,2,2,3.0,3,3,2,94,215,121,5,12.1,70,86,0.611,85,1,1,,,2,X,.,e.0,,K0000,64,H0591,05,88,1,,0,5,5,104,2.06,136.9,1,109,0,,,,
06WN00210,2006052461,06,H2461,05,2,88,30,e32,8,2,2,1.0,1,1,1,94,213,119,16,8.9,48,64,0.463,64,1,1,,,0,L,WSW,e32,,H0596,05,H1525,05,83,1,,0,5,5,99,2.18,129.4,1,84,0,,,Life,
06WN00211,2006052462,06,H2462,05,2,88,30,e32,8,2,2,1.0,1,1,1,94,213,119,10,10.2,53,70,0.503,71,1,1,,,0,L,WSW,e34,,H0596,05,H1525,05,83,1,,0,5,5,103,2.18,129.4,1,92,0,,,Life,
06WN00212,2006052464,06,H2464,05,3,88,30,e34,8,2,1,1.0,1,1,1,94,213,119,12,8.5,55,69,0.508,70,1,1,,,0,M,WSW,,PNEU.TX.,H0994,05,H1595,05,83,V,,0,3,2,96,2.18,116.4,V,92,0,,,Life,
06WN00213,2006052465,06,H2465,05,1,88,30,03,9,3,1,7.0,7,5,2,94,215,121,1,8.9,75,92,0.687,91,1,1,,,0,M,.,,,H0471,05,90748,09,88,1,,0,7,2,107,2.38,126.5,1,105,0,,,,EXP
