UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,MELA,VACC,SAMP,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
89WN00126, 89033499,89,03,L3499,2,70,30,P5,2,2,5,7,1.0,1,1,1,100,120,20,51,47,349,07,,,,,,,,1,1,1,0,207,1279,93,97,282,,1206,03,1996,03,,47,512,70,3,58
89WN00127, 89033500,89,03,L3500,2,71,30,P4,2,1,3,2,1.0,1,1,1,100,120,18,62,63,473,07,,,,,,,,1,1,1,0,207,1141,93,54,,,1347,03,2140,03,,63,534,71,3,80
89WN00128, 89033502,89,03,L3502,3,71,30,P2,1,1,1,1,1.0,1,1,1,100,120,15,78,82,618,06,,,,,,,,1,1,1,0,197,1167,93,,,,1233,03,2156,03,,82,577,71,3,92
89WN00129, 89033503,89,03,L3503,1,7x,30,734,2,1,3,2,1.5,1,1,4,100,119,6,78,102,792,07,,C,PS,,,,,1,1,2,0,207,1189,,,,4,0525,03,1302,03,,103,744,74,1,111
89WN00130, 89033505,89,03,L3505,2,70,30,P2,2,1,3,2,1.0,1,1,1,100,120,15,63,77,589,06,,A,,,G.7,,,1,1,1,0,207,1169,,,,,1233,03,2311,03,,77,645,70,1,91
89WN00131, 89033507,89,03,L3507,2,71,30,711,3,2,8,5,6.0,6,4,1,100,120,3,79,80,601,05,,A,,,G.5,,,1,1,1,0,212,1481,,,,,1999,03,5205,02,,80,642,71,1,90
89WN00132, 89033508,89,03,L3508,2,71,30,711,3,2,8,5,6.0,6,4,1,100,120,5,89,97,734,04,,C,,,G.6,,,1,1,1,0,212,1481,,,,,1999,03,5205,02,,97,778,71,1,108
89WN00133, 89033509,89,03,L3509,3,70,30,702,2,2,5,5,4.0,4,4,1,100,120,1,112,99,732,04,,,,,,,,1,1,2,0,190,1340,93,97,,,0769,03,8327,02,,99,721,70,3,109
89WN00134, 89033510,89,03,L3510,3,70,30,702,2,2,5,5,4.0,4,4,1,100,120,12,106,92,678,04,,,,,,,,1,1,2,0,190,1340,93,14,,,0769,03,8327,02,,92,683,70,3,107
89WN00135, 89033511,89,03,L3511,2,7x,30,734,2,2,5,7,2.5,2,2,1,100,120,12,70,53,383,10,,,,,,,,1,1,1,0,177,1079,93,97,,,0525,03,0050,03,,53,489,73,3,64
89WN00136, 89033512,89,03,L3512,2,7x,30,734,2,2,5,3,2.5,2,2,1,100,120,13,110,102,758,08,,A,,,G.2,,,1,1,1,0,177,1079,,,,,0525,03,0050,03,,102,807,73,1,118
89WN00137, 89033513,89,03,L3513,2,70,30,712,2,2,5,5,3.0,3,3,4,100,119,6,108,89,657,06,,A,,,G.7,,,1,1,1,0,204,1208,,,,4,2503,03,9140,02,,90,635,70,1,96
89WN00138, 89033514,89,03,L3514,1,70,30,712,2,2,5,5,3.0,3,3,4,100,119,11,115,91,668,05,,C,,,,,,1,1,1,0,204,1208,,,,4,2503,03,9140,02,,92,605,70,1,87
89WN00139, 89033515,89,03,L3515,2,70,30,P4,1,1,1,1,1.0,1,1,1,100,120,17,112,85,615,06,,A,,,G.6,,,1,1,1,0,197,1185,,95,,,1347,03,2314,03,,85,658,70,1,100
89WN00140, 89033516,89,03,L3516,2,7x,30,735,2,2,5,5,1.5,1,1,4,100,119,7,98,83,615,06,,A,,,G.4,,,1,1,1,0,207,1335,,,,4,1079,03,1569,03,,84,660,76,1,91
89WN00141, 89033517,89,03,L3517,2,7x,30,735,2,2,5,5,1.5,1,1,4,100,119,14,109,82,597,08,,B,,,G.1,,,1,1,1,0,207,1335,,,,4,1079,03,1569,03,,83,653,76,1,88
89WN00142, 89033518,89,03,L3518,2,7x,30,734,2,1,3,2,1.5,1,1,1,100,120,11,82,88,665,07,,,,,,,,1,1,2,0,207,1189,93,02,,,0525,03,1445,03,,88,716,74,3,102
89WN00143, 89033520,89,03,L3520,1,7x,30,731,2,2,5,5,1.5,1,1,4,100,119,7,95,71,517,07,,,,,,,,1,1,1,0,207,1281,93,,,4,1256,03,1568,03,,72,513,73,3,80
89WN00144, 89033521,89,03,L3521,2,7x,30,731,2,2,5,5,1.5,1,1,4,100,119,8,88,74,548,08,,,,,017,,,1,1,1,0,207,1281,92,,264,4,1256,03,1568,03,,75,595,73,2,83
89WN00145, 89033522,89,03,L3522,1,71,30,711,3,2,8,5,3.0,3,3,1,100,120,1,72,96,740,08,,,,,,,,1,1,7,0,218,1240,93,79,,,1999,03,9223,02,,96,724,71,3,101
89WN00146, 89033523,89,03,L3523,1,71,30,711,3,2,8,5,3.0,3,3,1,100,120,23,67,88,678,08,,,,,,,,1,1,6,0,218,1240,93,79,,,1999,03,9223,02,,88,694,71,3,95
89WN00147, 89033524,89,03,L3524,1,7x,30,732,2,2,5,5,1.5,1,1,4,100,119,7,104,74,534,06,,,,,,,,1,1,1,0,207,1289,93,,,4,0860,03,1632,03,,75,530,73,3,79
89WN00148, 89033525,89,03,L3525,2,7x,30,732,2,2,5,5,1.5,1,1,4,100,119,14,102,74,536,08,,,,,017,,,1,1,1,0,207,1289,92,,264,4,0860,03,1632,03,,75,592,73,2,83
89WN00149, 89033526,89,03,L3526,2,7x,30,P2,2,2,5,5,1.0,1,1,1,100,120,2,70,64,475,08,,,,,020,,,1,1,1,0,207,1297,92,,264,3,1233,03,2128,03,,64,575,70,2,75
89WN00150, 89033527,89,03,L3527,1,7x,30,P2,2,2,5,5,1.0,1,1,1,100,120,2,68,75,568,06,,,,,,,,1,1,2,0,207,1297,93,,,3,1233,03,2128,03,,75,619,70,3,84
89WN00151, 89033528,89,03,L3528,1,7x,30,P2,2,1,3,2,1.0,1,1,3,100,115,2,75,89,709,04,,,,,,,,1,1,2,0,207,1173,93,,,3,1233,03,1892,03,,93,681,70,3,93
89WN00152, 89033530,89,03,L3530,1,7x,30,732,1,1,1,1,1.5,1,1,4,100,119,7,123,79,561,07,,,,,,,,1,1,1,0,197,1143,93,,,4,0860,03,1820,03,,80,447,73,3,86
89WN00153, 89033531,89,03,L3531,1,70,30,703,2,2,5,5,6.0,6,4,3,101,113,1,114,101,793,04,,V,,,,,,1,1,3,0,202,1309,,,,3,0990,03,5344,02,,107,748,70,1,105
89WN00154, 89033532,89,03,L3532,1,70,30,703,2,2,5,5,6.0,6,4,3,101,113,1,121,102,796,06,,C,,,,,,1,1,3,0,202,1309,93,,,3,0990,03,5344,02,,108,751,70,3,107
89WN00155, 89033533,89,03,L3533,1,71,30,P4,1,1,1,1,1.0,1,1,3,101,114,4,109,97,755,08,,,,,,,,1,1,1,0,197,1191,93,82,,3,1347,03,2215,03,,102,663,71,3,9
89WN00156, 89033534,89,03,L3534,1,7x,30,735,2,2,5,4,1.5,1,1,1,101,119,15,109,77,555,08,,,,,,,,1,1,1,0,207,1315,93,97,,3,1079,03,1118,03,,78,630,73,3,84
89WN00157, 89033535,89,03,L3535,1,7x,30,735,2,2,5,6,1.5,1,1,1,101,119,25,84,69,509,07,,,,,,,,1,1,2,0,207,1315,93,01,,3,1079,03,1118,03,,70,648,73,3,78
89WN00158, 89033536,89,03,L3536,2,71,30,712,2,1,3,2,2.0,2,2,1,101,119,26,72,69,519,08,,,,,009,,,1,1,1,0,211,1114,92,,264,3,2503,03,0659,03,,70,546,71,2,86
89WN00159, 89033539,89,03,L3539,1,70,30,703,2,2,5,5,2.0,2,2,3,101,113,4,86,73,570,07,,,,,,,,1,1,2,0,211,1310,93,,,3,0990,03,0862,03,,77,543,70,3,78
89WN00160, 89033540,89,03,L3540,1,70,30,703,2,2,5,5,2.0,2,2,3,101,113,3,98,80,621,05,,,,,,,,1,1,2,0,211,1310,93,97,,3,0990,03,0862,03,,84,593,70,3,81
89WN00161, 89033541,89,03,L3541,1,71,30,711,3,2,8,5,5.0,5,4,1,101,119,1,96,93,701,06,,C,,,,,,1,1,2,0,208,1445,,,,,1999,03,7058,02,,94,691,71,1,110
89WN00162, 89033542,89,03,L3542,2,71,30,711,3,2,8,5,5.0,5,4,1,101,119,26,91,77,571,06,,B,BL,,G.1,,,1,1,1,0,208,1445,,,,,1999,03,7058,02,,78,646,71,1,99
89WN00163, 89033544,89,03,L3544,2,71,30,712,2,2,5,5,2.0,2,2,1,101,119,5,98,75,548,07,,B,BL,,G.5,,,1,1,1,0,211,1352,,,,3,2503,03,0577,03,,76,607,71,1,86
89WN00164, 89033545,89,03,L3545,1,71,30,712,2,2,5,5,2.0,2,2,1,101,119,10,88,82,615,07,,C,,,,,,1,1,2,0,211,1352,,,,3,2503,03,0577,03,,83,632,71,1,90
89WN00165, 89033546,89,03,L3546,3,70,30,703,3,1,7,2,5.0,5,4,1,101,119,23,88,87,657,05,,,,,,,,1,1,2,0,219,1223,93,,,3,0990,03,7102,02,,88,636,70,3,103
89WN00166, 89033547,89,03,L3547,2,70,30,702,2,2,5,6,6.0,6,4,3,101,113,10,112,96,750,06,,A,,,G.3,,,1,1,1,0,202,1397,,,,3,0769,03,5384,02,,101,804,70,1,103
89WN00167, 89033548,89,03,L3548,2,70,30,702,2,2,5,4,6.0,6,4,3,101,113,8,139,98,744,06,,A,,,G.3,,,1,1,1,0,202,1397,,,,3,0769,03,5384,02,,103,737,70,1,103
89WN00168, 89033549,89,03,L3549,1,71,30,712,2,2,5,5,2.0,2,2,3,101,114,7,88,91,721,07,,V,,,,,,1,1,3,0,211,1368,93,,,3,2503,03,0906,03,,95,698,71,3,97
89WN00169, 89033550,89,03,L3550,2,71,30,712,2,2,5,5,2.0,2,2,3,101,114,10,83,79,620,07,,A,,,G.2,,,1,1,2,0,211,1368,,,,3,2503,03,0906,03,,83,650,71,1,85
89WN00170, 89033551,89,03,L3551,2,70,30,703,3,2,8,4,5.0,5,4,3,101,114,14,73,71,559,03,,,,,004,,,1,1,1,0,219,1223,92,95,264,3,0990,03,7102,02,,74,560,70,2,80
89WN00171, 89033552,89,03,L3552,2,70,30,703,3,2,8,6,5.0,5,4,3,101,114,16,57,68,546,04,,,,,,,N,1,1,2,0,219,1223,19,95,257,3,0990,03,7102,02,,71,608,70,2,60
89WN00172, 89033553,89,03,L3553,2,71,30,711,1,1,1,1,3.0,3,3,3,101,114,1,113,112,883,04,,C,,,G.2,,,1,1,1,0,204,1101,,,,3,1999,03,9064,02,,117,802,71,1,120
89WN00173, 89033554,89,03,L3554,2,70,30,703,2,2,5,4,3.0,3,3,1,101,119,11,89,79,589,07,,B,,,G.1,,,1,1,1,0,204,1379,,,,3,0990,03,9068,02,,80,617,70,1,95
89WN00174, 89033555,89,03,L3555,1,70,30,703,2,2,5,6,3.0,3,3,1,101,119,21,73,76,577,11,,,,,,,,1,1,1,0,204,1379,93,97,,3,0990,03,9068,02,,77,644,70,3,86
89WN00175, 89033556,89,03,L3556,2,70,30,704,2,2,5,5,2.0,2,2,3,101,114,20,88,67,511,06,,,,,015,,,2,1,1,0,194,1230,92,,264,3,0523,03,0873,03,,70,556,70,2,68
89WN00176, 89033557,89,03,L3557,2,70,30,704,2,2,5,5,2.0,2,2,3,101,114,19,89,74,571,05,,B,,,G.1,,,1,1,1,0,194,1230,,,,3,0523,03,0873,03,,77,614,70,1,78
89WN00177, 89033558,89,03,L3558,1,71,30,713,2,2,5,5,7.0,7,5,4,101,118,6,88,76,569,08,,,,,,,,1,1,2,0,193,1139,93,,,4,2370,03,3149,02,,77,504,71,3,82
89WN00178, 89033559,89,03,L3559,1,71,30,713,2,2,5,5,7.0,7,5,4,101,118,14,82,69,515,06,,,,,,,,1,1,1,0,193,1139,93,97,,4,2370,03,3149,02,,70,462,71,3,75
89WN00179, 89033560,89,03,L3560,1,7x,30,733,1,1,1,1,3.5,3,3,3,101,114,2,116,98,758,08,,,,,,,,1,1,2,0,175,999,93,,,3,1407,03,8462,02,,103,598,75,3,99
89WN00180, 89033562,89,03,L3562,1,7x,30,731,3,2,8,5,3.5,3,3,3,101,114,5,95,98,776,08,,,,,,,,1,1,1,0,190,1187,93,21,,3,1256,03,8618,02,,103,731,73,3,99
89WN00181, 89033563,89,03,L3563,2,7x,30,731,3,2,8,5,3.5,3,3,3,101,114,4,85,82,645,05,,A,,,G.3,,,1,1,1,0,190,1187,,,,3,1256,03,8618,02,,86,647,73,1,97
89WN00182, 89033565,89,03,L3565,2,71,30,711,3,2,8,6,3.0,3,3,3,101,114,11,60,77,623,05,,B,,,G.5,,,1,1,2,0,204,1172,,,,3,1999,03,9487,02,,81,672,71,1,89
89WN00183, 89033566,89,03,L3566,1,71,30,711,3,2,8,4,3.0,3,3,3,101,114,13,78,91,730,04,,,,,,,,4,1,2,0,204,1172,93,82,,3,1999,03,9487,02,,95,700,71,3,9
89WN00184, 89033567,89,03,L3567,1,71,30,713,2,2,5,5,4.0,4,4,3,101,114,17,83,85,673,05,,,,,,,,1,1,3,0,190,1185,93,97,,3,2370,03,7905,02,,89,650,71,3,87
89WN00185, 89033568,89,03,L3568,2,71,30,713,2,2,5,5,4.0,4,4,3,101,114,17,80,68,526,05,,,,,,,,1,1,1,0,190,1185,93,97,258,3,2370,03,7905,02,,71,552,71,5,71
89WN00186, 89033569,89,03,L3569,2,00,30,713,1,1,1,1,3.5,3,3,1,101,119,13,134,104,761,06,,,,,024,,N,1,1,1,0,175,1020,92,,264,,2370,03,8842,02,,105,733,00,2,118
89WN00187, 89033570,89,03,L3570,2,7x,30,733,2,2,5,5,1.5,1,1,3,101,113,2,89,70,541,08,,,,,019,,,1,1,1,0,207,1315,92,,264,3,1407,03,1637,03,,74,607,75,2,77
89WN00188, 89033571,89,03,L3571,2,7x,30,733,2,2,5,5,1.5,1,1,3,101,113,2,93,74,573,06,,,,,018,,,1,1,1,0,207,1315,92,14,264,3,1407,03,1637,03,,78,639,75,2,82
89WN00189, 89033572,89,03,L3572,2,70,30,703,3,2,8,5,4.0,4,4,3,101,113,1,87,87,693,05,,B,BL,,G.3,,,1,1,1,0,215,1264,,95,,3,0990,03,8261,02,,92,697,70,1,85
89WN00190, 89033573,89,03,L3573,2,70,30,703,3,2,8,5,4.0,4,4,3,101,113,1,95,91,721,05,,B,,,G.7,,,1,1,1,0,215,1264,,,,3,0990,03,8261,02,,96,725,70,1,90
89WN00191, 89033574,89,03,L3574,1,70,30,703,3,1,7,2,4.0,4,4,1,101,119,19,109,108,816,08,,V,,,,,,1,1,3,0,215,1264,,,,3,0990,03,8261,02,,109,789,70,1,123
89WN00192, 89033575,89,03,L3575,2,7x,30,731,2,2,5,5,2.5,2,2,3,101,113,5,102,82,635,06,,A,,,G.6,,,1,1,1,0,177,1123,,,,3,1256,03,0157,03,,86,659,73,1,87
89WN00193, 89033576,89,03,L3576,1,7x,30,731,2,2,5,5,2.5,2,2,3,101,113,3,118,101,789,08,,V,,,,,,1,1,2,0,177,1123,,,,3,1256,03,0157,03,,107,761,73,1,111
89WN00194, 89033577,89,03,L3577,2,71,30,712,3,2,8,5,7.0,7,5,1,101,119,22,95,74,542,06,,B,,,G.8,,,1,1,1,0,230,1322,,,,,2503,03,3371,02,,75,612,71,1,83
89WN00195, 89033578,89,03,L3578,2,71,30,712,3,2,8,5,7.0,7,5,1,101,119,22,87,73,540,07,,,,,003,,,1,1,1,0,230,1322,92,,264,,2503,03,3371,02,,74,610,71,2,84
89WN00196, 89033579,89,03,L3579,1,71,30,712,3,1,7,2,7.0,7,5,1,101,119,1,81,99,764,08,,,,,,,,1,1,4,0,230,1322,93,,,,2503,03,3371,02,,100,711,71,3,105
89WN00197, 89033580,89,03,L3580,1,71,30,714,3,2,8,7,7.0,7,5,1,101,119,8,92,95,721,06,,V,,,,,,1,1,2,0,202,1217,,,,,1985,03,3208,02,,96,775,71,1,101
89WN00198, 89033581,89,03,L3581,2,71,30,714,3,2,8,3,7.0,7,5,1,101,119,8,125,96,702,08,,A,,,G.7,,,1,1,1,0,202,1217,,99,,,1985,03,3208,02,,97,730,71,1,96
89WN00199, 89033582,89,03,L3582,2,7x,30,732,2,2,5,4,1.5,1,1,3,101,113,7,115,96,748,06,,B,,,G.7,,,1,1,1,0,207,1403,,,,3,0860,03,1312,03,,101,800,75,1,106
89WN00200, 89033583,89,03,L3583,2,7x,30,732,2,2,5,6,1.5,1,1,3,101,113,8,97,90,711,07,,A,,,G.6,,,1,1,1,0,207,1403,,,,3,0860,03,1312,03,,95,822,75,1,98
89WN00201, 89033584,89,03,L3584,1,7x,30,P5,1,1,1,1,1.0,1,1,3,102,113,12,103,101,803,04,,,,,,,,1,1,2,0,197,1203,93,21,,3,1206,03,1876,03,,107,723,70,3,107
89WN00202, 89033585,89,03,L3585,1,7x,30,731,2,2,5,5,2.5,2,2,4,102,117,7,110,94,709,07,,,,,,,,1,1,2,0,177,1089,70,,305,4,1256,03,3123,80,,96,661,74,3,104
89WN00203, 89033586,89,03,L3586,2,7x,30,731,2,2,5,5,2.5,2,2,4,102,117,7,105,85,637,08,,A,,,G.5,,,1,1,1,0,177,1089,,,,4,1256,03,3123,80,,87,638,74,1,86
89WN00204, 89033587,89,03,L3587,1,71,30,711,2,2,5,4,2.0,2,2,4,102,117,6,113,104,792,07,,C,PS,,,,,1,1,2,0,211,1433,,,,4,1999,03,0503,03,,106,746,71,1,107
89WN00205, 89033588,89,03,L3588,2,71,30,711,2,2,5,6,2.0,2,2,4,102,117,8,88,88,677,08,,B,,,G.2,,,1,1,1,0,211,1433,,,,4,1999,03,0503,03,,90,716,71,1,96
89WN00206, 89033589,89,03,L3589,2,7x,30,733,2,2,5,4,1.5,1,1,4,102,117,10,114,84,621,07,,C,,,G.3,,,1,1,1,0,207,1323,,,,4,1407,03,1128,03,,86,651,73,1,88
89WN00207, 89033590,89,03,L3590,1,7x,30,733,2,2,5,6,1.5,1,1,4,102,117,7,88,78,591,09,,,,,,,,1,1,2,0,207,1323,93,,,4,1407,03,1128,03,,80,642,73,3,80
89WN00208, 89033591,89,03,L3591,1,7x,30,733,3,2,8,4,5.0,5,4,1,102,118,17,98,92,697,08,,,,,,,,1,1,2,0,153,908,93,,,,1407,03,5888,02,,93,715,74,3,99
89WN00209, 89033592,89,03,L3592,1,7x,30,733,3,2,8,6,5.0,5,4,1,102,118,17,80,76,576,13,,,,,,,,1,1,2,0,153,908,93,,,,1407,03,5888,02,,77,643,74,3,82
89WN00210, 89033594,89,03,L3594,2,71,30,714,3,1,7,2,3.0,3,3,4,102,117,12,94,92,706,05,,C,,,G.6,,,1,1,1,0,218,1139,,,,4,1985,03,9347,02,,94,632,71,1,94
89WN00211, 89033598,89,03,L3598,2,71,30,714,2,1,3,2,2.0,2,2,4,102,117,10,82,89,691,06,,C,,,G.1,,,1,1,1,0,194,1022,,14,,4,1985,03,0680,03,,91,634,71,1,92
89WN00212, 89033599,89,03,L3599,2,7x,30,734,2,2,5,5,3.5,3,3,4,102,117,13,98,90,685,07,,C,,,G.5,,,1,1,1,0,175,1137,,,,4,0525,03,8568,02,,92,675,74,1,96
89WN00213, 89033600,89,03,L3600,2,7x,30,734,2,2,5,5,3.5,3,3,4,102,117,10,102,86,648,07,,B,,,G.6,,,1,1,1,0,175,1137,,,,4,0525,03,8568,02,,88,634,74,1,96
89WN00214, 89033601,89,03,L3601,1,7x,30,734,2,2,5,4,1.5,1,1,4,102,117,8,105,109,842,06,,V,,,,,,1,1,1,0,207,1375,,,,4,0525,03,1189,03,,112,845,74,1,118
89WN00215, 89033602,89,03,L3602,1,7x,30,734,2,2,5,6,1.5,1,1,4,102,117,13,86,84,644,07,,,,,,,,1,1,2,0,207,1375,93,14,,4,0525,03,1189,03,,86,704,74,3,91
89WN00216, 89033603,89,03,L3603,3,00,30,712,2,2,5,3,3.5,3,3,1,102,118,13,102,87,651,08,,,,,,,,1,1,1,0,204,1370,93,,,,2503,03,8634,02,,88,658,00,3,101
89WN00217, 89033604,89,03,L3604,3,00,30,712,2,2,5,7,3.5,3,3,1,102,118,19,74,84,649,08,,,,,,,,1,1,1,0,204,1370,93,,,,2503,03,8634,02,,85,714,00,3,99
89WN00218, 89033605,89,03,L3605,2,7x,30,735,3,2,8,5,2.5,2,2,1,102,118,6,109,76,552,07,,,,,002,,,1,1,1,0,194,1163,92,,264,,1079,03,9816,02,,77,613,75,2,90
89WN00219, 89033606,89,03,L3606,2,7x,30,735,3,1,7,2,2.5,2,2,1,102,118,5,78,89,688,07,,B,,,G.1,,,1,1,1,0,194,1163,,,,,1079,03,9816,02,,90,685,75,1,100
89WN00220, 89033607,89,03,L3607,2,7x,30,735,3,1,7,2,2.5,2,2,1,102,118,25,69,76,586,09,,,,,024,,N,1,1,1,0,194,1163,92,,264,,1079,03,9816,02,,77,612,75,2,90
89WN00221, 89033608,89,03,L3608,2,71,30,711,2,2,5,6,2.0,2,2,4,102,117,13,89,85,650,08,,B,BL,,G.3,,,1,1,1,0,194,1280,93,,352,4,1999,03,0703,03,,87,697,71,1,96
89WN00222, 89033609,89,03,L3609,1,71,30,711,2,2,5,4,2.0,2,2,4,102,117,13,112,90,674,08,,C,,,,,,1,1,1,0,194,1280,,,,4,1999,03,0703,03,,92,638,71,1,92
89WN00223, 89033610,89,03,L3610,2,7x,30,731,1,1,1,1,1.5,1,1,4,102,117,6,100,90,684,08,,A,,,G.4,,,1,1,1,0,197,1179,,95,,4,1256,03,1782,03,,92,651,75,1,97
89WN00224, 89033611,89,03,L3611,2,7x,30,735,2,1,3,2,1.5,1,1,4,102,117,10,95,100,774,07,,B,,,G.4,,,1,1,1,0,207,1301,,,,4,1079,03,1807,03,,102,763,74,1,109
89WN00225, 89033612,89,03,L3612,2,7x,30,735,2,1,3,2,1.5,1,1,1,102,118,23,85,86,657,06,,B,,,G.7,,,1,1,1,0,207,1301,,,,4,1079,03,1807,03,,87,726,74,1,97
89WN00226, 89033613,89,03,L3613,1,7x,30,734,2,2,5,5,7.0,7,5,4,102,117,12,120,108,821,08,,C,,,,,,1,1,1,0,193,1310,,,,4,0525,03,2264,02,,110,766,75,1,116
89WN00227, 89033614,89,03,L3614,1,7x,30,734,2,2,5,5,7.0,7,5,4,102,117,12,111,90,674,08,,,,,,,,1,1,2,0,193,1310,93,97,,4,0525,03,2264,02,,92,619,75,3,100
89WN00228, 89033615,89,03,L3615,2,7x,30,732,2,2,5,5,1.5,1,1,4,102,117,12,81,69,521,06,,,,,019,,,1,1,1,0,207,1291,92,,264,4,0860,03,1371,03,,71,575,73,2,78
89WN00229, 89033616,89,03,L3616,2,7x,30,732,2,2,5,5,1.5,1,1,4,102,117,7,87,72,541,06,,,,,019,,,1,1,1,0,207,1291,92,,264,4,0860,03,1371,03,,74,588,73,2,78
89WN00230, 89033617,89,03,L3617,1,7x,30,735,1,1,1,1,1.5,1,1,4,102,117,13,118,99,745,08,,,,,,,,1,1,1,0,197,1189,93,,,4,1079,03,1852,03,,101,641,74,3,103
89WN00231, 89033618,89,03,L3618,1,71,30,713,1,1,1,1,3.0,3,3,4,102,117,11,113,111,852,05,,,,,,,,2,1,1,0,161,1001,93,,282,4,2370,03,9343,02,,114,679,71,3,118
89WN00232, 89033619,89,03,L3619,1,7x,30,731,2,2,5,4,1.5,1,1,4,102,117,12,114,104,791,05,,,,,,,,1,1,2,0,207,1387,93,21,,4,1256,03,1818,03,,106,800,73,3,111
89WN00233, 89033620,89,03,L3620,1,7x,30,731,2,2,5,6,1.5,1,1,4,102,117,8,92,96,742,07,,,,,,,,1,1,1,0,207,1387,93,21,,4,1256,03,1818,03,,98,795,73,3,109
89WN00234, 89033622,89,03,L3622,1,70,30,703,2,2,5,5,7.0,7,5,4,102,117,13,114,87,646,06,,,,,,,,1,1,2,0,184,1263,93,14,,4,0990,03,3364,02,,89,592,70,3,96
89WN00235, 89033623,89,03,L3623,1,70,30,703,2,2,5,5,7.0,7,5,4,102,117,13,121,94,700,05,,,,,,,,1,1,5,0,184,1263,93,95,,4,0990,03,3364,02,,96,646,70,3,100
89WN00236, 89033624,89,03,L3624,1,70,30,P4,2,1,3,2,1.0,1,1,1,102,118,24,74,91,708,08,,C,,,,,,3,1,1,0,207,1191,,,,,1347,03,2226,03,,92,749,70,1,98
89WN00237, 89033626,89,03,L3626,1,7x,30,734,3,2,8,5,2.5,2,2,4,102,117,12,82,80,614,07,,,,,,,,1,1,2,0,194,1063,93,,,4,0525,03,9983,02,,82,573,76,3,86
89WN00238, 89033627,89,03,L3627,1,7x,30,734,3,2,8,5,2.5,2,2,4,102,117,7,95,92,705,08,,,,,,,,1,1,2,0,194,1063,93,,,4,0525,03,9983,02,,94,657,76,3,97
89WN00239, 89033629,89,03,L3629,2,7x,30,734,2,2,5,4,2.5,2,2,1,102,118,13,95,75,555,08,,,,,,,,1,1,1,0,177,1070,93,02,258,,0525,03,9813,02,,76,606,75,5,88
89WN00240, 89033630,89,03,L3630,3,7x,30,734,2,2,5,6,2.5,2,2,1,102,118,14,75,78,597,07,,,,,,,,1,1,2,0,177,1070,93,,,,0525,03,9813,02,,79,674,75,3,92
89WN00241, 89033631,89,03,L3631,2,71,30,711,2,1,3,2,2.0,2,2,1,102,118,12,93,98,752,07,,B,,,G.1,,,1,1,1,0,211,1197,,,,,1999,03,0833,03,,100,759,71,1,116
89WN00242, 89033632,89,03,L3632,1,70,30,704,2,1,3,2,2.0,2,2,4,102,117,11,95,93,714,06,,,,,,,,1,1,1,0,211,1297,01,14,289,4,0523,03,1043,03,,95,628,70,3,99
89WN00243, 89033633,89,03,L3633,2,70,30,704,2,1,3,2,2.0,2,2,1,102,118,2,87,81,613,07,,B,BL,,G.2,,,1,1,1,0,211,1297,,95,,4,0523,03,1043,03,,82,606,70,1,90
89WN00244, 89033634,89,03,L3634,2,71,30,713,2,2,5,3,3.0,3,3,1,102,118,27,97,75,553,05,,A,BL,,G.4,,,1,1,1,0,175,1148,,95,,,2370,03,9396,02,,76,605,71,1,85
89WN00245, 89033635,89,03,L3635,3,71,30,713,2,2,5,7,3.0,3,3,1,102,118,21,55,71,555,04,,,,,,,,1,1,1,0,175,1148,93,97,,,2370,03,9396,02,,72,623,71,3,83
89WN00246, 89033636,89,03,L3636,1,7x,30,735,2,2,5,5,3.5,3,3,4,102,117,8,89,87,668,06,,,,,,,,1,3,1,0,175,1043,93,06,,4,1079,03,8955,02,,89,602,74,3,91
89WN00247, 89033637,89,03,L3637,2,7x,30,735,2,2,5,5,3.5,3,3,4,102,117,13,100,75,556,08,,,,,008,,,1,1,1,0,175,1043,92,,264,4,1079,03,8955,02,,77,546,74,2,88
89WN00248, 89033638,89,03,L3638,2,7x,30,P3,1,1,1,1,1.0,1,1,1,102,118,25,52,62,481,10,,,,,022,,,1,1,1,0,197,1145,92,,264,,1244,03,2137,03,,63,537,71,2,84
89WN00249, 89033639,89,03,L3639,2,7x,30,733,2,2,5,5,2.5,2,2,1,102,118,23,82,67,498,06,,,,,011,,,1,1,1,0,177,1035,92,,264,,1407,03,0027,03,,68,584,73,2,81
89WN00250, 89033640,89,03,L3640,2,7x,30,733,2,2,5,5,2.5,2,2,1,102,118,17,90,63,458,07,,,,,014,,,1,1,1,0,177,1035,92,,264,,1407,03,0027,03,,64,535,73,2,72
89WN00251, 89033641,89,03,L3641,1,70,30,702,2,1,3,2,2.0,2,2,1,102,118,25,106,100,758,07,,,,,,,,1,1,2,0,211,1114,93,14,,,0769,03,0890,03,,102,755,70,3,109
89WN00252, 89033643,89,03,L3643,1,7x,30,735,2,2,5,5,1.5,1,1,3,102,113,7,97,83,649,05,,,,,,,,1,1,2,0,207,1351,93,,,3,1079,03,1193,03,,88,673,73,3,91
