UID,ID9,YR,BRD,ETAG,ID_COW,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
95SH00209, 94104821,94,10,S4821,,2,12,104,2.54,5.6,58,5,,73,1995-03-14,1995-05-22,5,,95,42,1.0
95SH00210, 94444576,94,44,T4576,,2,41,124,2.54,5.6,60,4,,73,1995-03-14,1995-05-09,2,,95,02,1.0
95SH00211, 94041046,94,04,A1046,,2,ch,131,2.64,5.8,60,4,,73,1995-03-14,1995-05-19,2,,95,30,1.0
95SH00212, 94444390,94,44,T4390,,2,41,110,2.6,5.7,62,3,,73,1995-03-14,1995-05-19,2,,95,02,1.0
95SH00213, 94637112,94,63,K7112,,2,61,136,4.1,9.0,56,6,,73,1995-03-14,1995-05-05,1,,95,06,1.0
95SH00214, 94104543,94,10,S4543,,2,13,119,3.32,7.3,60,4,,73,1995-03-14,1995-05-19,2,,95,43,1.0
95SH00215, 94104898,94,10,S4898,,2,11,111,2.28,5.0,60,4,,73,1995-03-14,1995-05-22,5,,95,07,1.0
95SH00216, 94637521,94,63,K7521,,2,60,127,2.94,6.5,58,5,,73,1995-03-14,1995-05-05,1,,95,06,1.0
95SH00217, 94105096,94,10,S5096,,2,12,104,2.3,5.1,64,2,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00218, 94104959,94,10,S4959,,2,11,92,2.46,5.4,60,4,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00219, 94104439,94,10,S4439,,2,13,118,4.3,9.5,60,4,,73,1995-03-14,1995-05-05,1,,95,42,1.0
95SH00220, 94444261,94,44,T4261,,2,42,85,2.86,6.3,60,4,,73,1995-03-14,1995-05-23,2,,95,02,1.0
95SH00221, 94041346,94,04,A1346,,2,ch,112,1.64,3.6,60,4,,73,1995-03-14,1995-05-15,2,,95,30,1.0
95SH00222, 94637102,94,63,K7102,,2,00,81,2.14,4.7,58,5,,73,1995-03-14,1995-05-22,5,,95,05,1.0
95SH00223, 94041229,94,04,A1229,,2,ch,124,2.86,6.3,56,6,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00224, 94104687,94,10,S4687,,2,10,118,3.3,7.3,60,4,,73,1995-03-14,1995-04-28,1,,95,42,1.0
95SH00225, 94104592,94,10,S4592,,2,10,105,3.46,7.6,58,5,,73,1995-03-14,1995-04-24,1,,95,07,1.0
95SH00226, 94444637,94,44,T4637,,2,41,122,2.66,5.9,60,4,,73,1995-03-14,1995-05-05,1,,95,02,1.0
95SH00227, 94637059,94,63,K7059,,2,61,147,3.42,7.5,58,5,,73,1995-03-14,1995-04-24,2,,95,06,1.0
95SH00228, 94444336,94,44,T4336,,2,41,123,2.78,6.1,58,5,,73,1995-03-14,1995-05-15,2,,95,02,1.0
95SH00229, 94444528,94,44,T4528,,2,41,122,2.88,6.4,58,5,,73,1995-03-14,1995-05-19,2,,95,02,1.0
95SH00230, 94637131,94,63,K7131,,2,60,138,3.36,7.4,60,4,,73,1995-03-14,1995-05-11,1,,95,06,1.0
95SH00231, 94637596,94,63,K7596,,2,61,142,3.98,8.8,58,5,,73,1995-03-14,1995-05-23,2,,95,06,1.0
95SH00232, 94041154,94,04,A1154,,2,ch,147,2.9,6.4,58,5,,73,1995-03-14,1995-04-28,2,,95,30,1.0
95SH00233, 94104973,94,10,S4973,,2,11,110,3.28,7.2,60,4,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00234, 94104462,94,10,S4462,,2,12,144,3.6,7.9,58,5,,73,1995-03-14,1995-04-24,2,,95,43,1.0
95SH00235, 94637041,94,63,K7041,,2,61,133,4.3,9.5,56,6,,73,1995-03-14,1995-05-09,2,,95,06,1.0
95SH00236, 94041250,94,04,A1250,,2,82,139,1.8,4.0,58,5,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00237, 94040695,94,04,A0695,,2,81,111,2.9,6.4,58,5,,73,1995-03-14,1995-04-24,2,,95,30,1.0
95SH00238, 94041232,94,04,A1232,,2,ch,154,2.98,6.6,62,3,,73,1995-03-14,1995-04-24,2,,95,31,1.0
95SH00239, 94041078,94,04,A1078,,2,ch,86,2.68,5.9,62,3,,73,1995-03-14,1995-05-22,5,,95,31,1.0
95SH00240, 94444366,94,44,T4366,,2,41,152,2.52,5.6,64,2,,73,1995-03-14,1995-05-15,2,,95,02,1.0
95SH00241, 94104459,94,10,S4459,,2,12,108,3.74,8.3,62,3,,73,1995-03-14,1995-05-05,1,,95,07,1.0
95SH00242, 94637430,94,63,K7430,,2,00,115,2.42,5.3,60,4,,73,1995-03-14,1995-05-23,2,,95,05,1.0
95SH00243, 94040731,94,04,A0731,,2,81,99,2.0,4.4,56,6,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00244, 94104970,94,10,S4970,,2,11,124,3.8,8.4,60,4,,73,1995-03-14,1995-05-09,2,,95,43,1.0
95SH00245, 94040787,94,04,A0787,,2,81,104,2.72,6.0,58,5,,73,1995-03-14,1995-05-23,2,,95,30,1.0
95SH00246, 94041220,94,04,A1220,,2,ch,114,2.58,5.7,60,4,,73,1995-03-14,1995-05-15,2,,95,31,1.0
95SH00247, 94041073,94,04,A1073,,2,81,90,1.62,3.6,58,5,,73,1995-03-14,1995-05-23,2,,95,30,1.0
95SH00248, 94104876,94,10,S4876,,2,12,124,2.4,5.3,62,3,,73,1995-03-14,1995-04-28,2,,95,07,1.0
95SH00249, 94105051,94,10,S5051,,2,10,129,2.8,6.2,62,3,,73,1995-03-14,1995-05-15,2,,95,42,1.0
95SH00250, 94637365,94,63,K7365,,2,61,118,3.6,7.9,58,5,,73,1995-03-14,1995-04-28,2,,95,06,1.0
95SH00251, 94104554,94,10,S4554,,2,10,122,3.38,7.5,58,5,,73,1995-03-14,1995-05-05,1,,95,07,1.0
95SH00252, 94637270,94,63,K7270,,2,60,159,3.36,7.4,58,5,,73,1995-03-14,1995-05-15,2,,95,06,1.0
95SH00253, 94444273,94,44,T4273,,2,41,114,3.06,6.8,60,4,,73,1995-03-14,1995-05-23,2,,95,02,1.0
95SH00254, 94041103,94,04,A1103,,2,81,131,2.46,5.4,58,5,,73,1995-03-14,1995-04-28,1,,95,30,1.0
95SH00255, 94104721,94,10,S4721,,2,12,126,3.74,8.3,60,4,,73,1995-03-14,1995-04-28,1,,95,07,1.0
95SH00256, 94444191,94,44,T4191,,2,41,117,2.78,6.1,58,5,,73,1995-03-14,1995-05-09,2,,95,02,1.0
95SH00257, 94104468,94,10,S4468,,2,11,106,2.46,5.4,62,3,,73,1995-03-14,1995-04-24,1,,95,07,1.0
95SH00258, 94105196,94,10,S5196,,2,11,124,2.6,5.7,62,3,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00259, 94104517,94,10,S4517,,2,10,126,3.0,6.6,60,4,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00260, 94444463,94,44,T4463,,2,41,132,2.6,5.7,60,4,,73,1995-03-14,1995-05-05,1,,95,02,1.0
95SH00261, 94637134,94,63,K7134,,2,61,125,3.4,7.5,58,5,,73,1995-03-14,1995-05-09,2,,95,06,1.0
95SH00262, 94637479,94,63,K7479,,2,60,117,3.8,8.4,58,5,,73,1995-03-14,1995-05-09,2,,95,06,1.0
95SH00263, 94104397,94,10,S4397,,2,12,103,2.62,5.8,58,5,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00264, 94104963,94,10,S4963,,2,10,115,2.58,5.7,62,3,,73,1995-03-14,1995-04-28,2,,95,42,1.0
95SH00265, 94105329,94,10,S5329,,2,ch,121,2.5,5.5,62,3,,73,1995-03-14,1995-05-09,2,,95,31,1.0
95SH00266, 94105033,94,10,S5033,,2,11,130,3.02,6.7,64,2,,73,1995-03-14,1995-05-05,1,,95,42,1.0
95SH00267, 94105323,94,10,S5323,,2,ch,99,2.3,5.1,60,4,,73,1995-03-14,1995-05-19,2,,95,07,1.0
95SH00268, 94041260,94,04,A1260,,2,ch,92,2.6,5.7,62,3,,73,1995-03-14,1995-04-28,2,,95,31,1.0
95SH00269, 94040966,94,04,A0966,,2,ch,79,1.8,4.0,62,3,,73,1995-03-14,1995-04-28,2,,95,31,1.0
95SH00270, 94040990,94,04,A0990,,2,ch,138,2.68,5.9,60,4,,73,1995-03-14,1995-04-24,2,,95,31,1.0
95SH00271, 94040938,94,04,A0938,,2,ch,114,2.48,5.5,62,3,,73,1995-03-14,1995-05-09,2,,95,31,1.0
95SH00272, 94444416,94,44,T4416,,2,41,105,3.0,6.6,58,5,,73,1995-03-14,1995-05-23,2,,95,02,1.0
95SH00273, 94041162,94,04,A1162,,2,82,126,2.64,5.8,62,3,,73,1995-03-14,1995-05-15,2,,95,30,1.0
95SH00274, 94637142,94,63,K7142,,2,61,130,3.32,7.3,60,4,,73,1995-03-14,1995-04-28,1,,95,06,1.0
95SH00275, 94444228,94,44,T4228,,2,ch,105,2.54,5.6,58,5,,73,1995-03-14,1995-05-15,2,,95,32,1.0
95SH00276, 94105230,94,10,S5230,,2,12,114,2.58,5.7,64,2,,73,1995-03-14,1995-05-15,2,,95,42,1.0
95SH00277, 94637096,94,63,K7096,,2,62,169,3.2,7.1,60,4,,73,1995-03-14,1995-05-05,1,,95,06,1.0
95SH00278, 94104665,94,10,S4665,,2,11,104,2.8,6.2,62,3,,73,1995-03-14,1995-05-15,2,,95,43,1.0
95SH00279, 94104842,94,10,S4842,,2,11,131,3.6,7.9,62,3,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00280, 94444582,94,44,T4582,,2,41,122,2.9,6.4,58,5,,73,1995-03-14,1995-05-15,2,,95,02,1.0
95SH00281, 94637022,94,63,K7022,,2,62,132,3.6,7.9,60,4,,73,1995-03-14,1995-04-24,2,,95,06,1.0
95SH00282, 94104832,94,10,S4832,,2,10,130,3.26,7.2,62,3,,73,1995-03-14,1995-05-09,2,,95,42,1.0
95SH00283, 94637201,94,63,K7201,,2,61,167,4.05,8.9,60,4,,73,1995-03-14,1995-04-24,2,,95,06,1.0
95SH00284, 94104903,94,10,S4903,,2,13,119,2.86,6.3,62,3,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00285, 94637321,94,63,K7321,,2,60,129,3.3,7.3,60,4,,73,1995-03-14,1995-04-24,2,,95,06,1.0
95SH00286, 94104430,94,10,S4430,,2,11,91,2.7,6.0,60,4,,73,1995-03-14,1995-05-23,2,,95,07,1.0
95SH00287, 94041304,94,04,A1304,,2,ch,112,2.44,5.4,62,3,,73,1995-03-14,1995-05-15,2,,95,31,1.0
95SH00288, 94104975,94,10,S4975,,2,10,136,2.6,5.7,62,3,,73,1995-03-14,1995-05-09,2,,95,42,1.0
95SH00289, 94041237,94,04,A1237,,2,ch,116,2.83,6.2,58,5,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00290, 94104910,94,10,S4910,,2,11,135,2.58,5.7,60,4,,73,1995-03-14,1995-05-19,2,,95,07,1.0
95SH00291, 94104868,94,10,S4868,,2,13,102,2.63,5.8,60,4,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00292, 94104691,94,10,S4691,,2,11,101,4.02,8.9,58,5,,73,1995-03-14,1995-05-23,2,,95,42,1.0
95SH00293, 94104481,94,10,S4481,,2,11,119,2.86,6.3,60,4,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00294, 94637320,94,63,K7320,,2,61,130,3.96,8.7,56,6,,73,1995-03-14,1995-05-23,2,,95,06,1.0
95SH00295, 94105328,94,10,S5328,,2,ch,129,3.5,7.7,56,6,,73,1995-03-14,1995-05-09,2,,95,31,1.0
95SH00296, 94637223,94,63,K7223,,2,60,120,3.28,7.2,58,5,,73,1995-03-14,1995-04-24,1,,95,06,1.0
95SH00297, 94105009,94,10,S5009,,2,11,118,3.46,7.6,62,3,,73,1995-03-14,1995-05-23,2,,95,07,1.0
95SH00298, 94041294,94,04,A1294,,2,ch,89,1.6,3.5,62,3,,73,1995-03-14,1995-05-19,2,,95,31,1.0
95SH00299,,,00,00000,,,,0,3.0,6.6,60,4,dup T4263,73,1995-03-14,,,,95,,
95SH00300, 94105344,94,10,S5344,,2,ch,117,2.6,5.7,60,4,,73,1995-03-14,1995-05-22,5,,95,07,1.0
95SH00301, 94041331,94,04,A1331,,2,82,113,2.38,5.3,60,4,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00302, 94104710,94,10,S4710,,2,10,114,3.2,7.1,62,3,,73,1995-03-14,1995-05-05,1,,95,07,1.0
95SH00303, 94104559,94,10,S4559,,2,10,125,2.54,5.6,60,4,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00304, 94041408,94,04,A1408,,2,82,120,2.34,5.2,58,5,,73,1995-03-14,1995-04-24,2,,95,30,1.0
95SH00305, 94041315,94,04,A1315,,2,ch,104,2.32,5.1,60,4,,73,1995-03-14,1995-05-15,2,,95,31,1.0
95SH00306, 94104956,94,10,S4956,,2,11,103,2.42,5.3,64,2,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00307, 94444396,94,44,T4396,,2,ch,145,2.8,6.2,60,4,,73,1995-03-14,1995-05-19,2,,95,01,1.0
95SH00308, 94637127,94,63,K7127,,2,61,161,3.92,8.6,58,5,,73,1995-03-14,1995-05-05,1,,95,06,1.0
95SH00309, 94105332,94,10,S5332,,2,ch,108,2.74,6.0,62,3,,73,1995-03-14,1995-05-19,2,,95,07,1.0
95SH00310, 94105101,94,10,S5101,,2,10,109,2.92,6.4,62,3,,73,1995-03-14,1995-05-09,2,,95,07,1.0
95SH00311, 94040743,94,04,A0743,,2,81,109,2.1,4.6,62,3,,73,1995-03-14,1995-05-23,2,,95,30,1.0
95SH00312, 94104680,94,10,S4680,,2,13,120,3.58,7.9,62,3,,73,1995-03-14,1995-05-05,1,,95,42,1.0
95SH00313, 94444200,94,44,T4200,,2,ch,124,2.92,6.4,60,4,,73,1995-03-14,1995-05-15,2,,95,01,1.0
95SH00314, 94040825,94,04,A0825,,2,81,114,2.18,4.8,60,4,,73,1995-03-14,1995-05-22,5,,95,30,1.0
95SH00315, 94041404,94,04,A1404,,2,81,124,2.42,5.3,60,4,,73,1995-03-14,1995-04-28,2,,95,30,1.0
95SH00316, 94444356,94,44,T4356,,2,42,106,2.2,4.9,60,4,,73,1995-03-14,1995-05-09,2,,95,02,1.0
95SH00317, 94637145,94,63,K7145,,2,61,132,3.4,7.5,64,2,,73,1995-03-14,1995-05-22,5,,95,06,1.0
95SH00318, 94637196,94,63,K7196,,2,60,113,3.02,6.7,58,5,,73,1995-03-14,1995-05-05,1,,95,06,1.0
95SH00319, 94104861,94,10,S4861,,2,11,113,3.24,7.1,58,5,,73,1995-03-14,1995-05-15,2,,95,07,1.0
95SH00320, 94104485,94,10,S4485,,2,12,99,3.5,7.7,60,4,,73,1995-03-14,1995-05-15,2,,95,42,1.0
95SH00321, 94444263,94,44,T4263,,2,41,128,3.2,7.1,60,4,,73,1995-03-14,1995-05-15,2,,95,02,1.0
95SH00322, 94041096,94,04,A1096,,2,ch,118,2.1,4.6,58,5,,73,1995-03-14,1995-04-24,2,,95,31,1.0
95SH00323, 94444258,94,44,T4258,,2,42,115,3.1,6.8,62,3,,73,1995-03-14,1995-05-15,2,,95,02,1.0
95SH00324, 94041280,94,04,A1280,,2,ch,118,2.38,5.3,58,5,,73,1995-03-14,1995-05-09,2,,95,30,1.0
95SH00325, 94637579,94,63,K7579,,2,00,128,3.16,7.0,58,5,,73,1995-03-14,1995-04-24,2,,95,05,1.0
95SH00326, 94041242,94,04,A1242,,2,ch,76,2.22,4.9,60,4,,73,1995-03-14,1995-05-23,2,,95,31,1.0
95SH00327, 94105042,94,10,S5042,,2,13,107,3.5,7.7,60,4,DOWNtheCHUTE,73,1995-03-14,1995-04-28,2,,95,42,1.0
95SH00328, 92443258,92,44,T3258, 9025,2,48,151,4.8,10.6,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00329, 90441689,90,44,T1689, 5097,2,48,168,5.6,12.4,60,4,,75,1995-03-16,,3,,95,02,4.5
95SH00330, 93104015,93,10,S4015, 9523,2,18,112,4.6,10.1,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00331, 90441269,90,44,T1269, 1048,2,48,157,3.74,8.3,60,4,,75,1995-03-16,,3,,95,02,5.0
95SH00332, 92102873,92,10,S2873, 2005,2,18,123,3.6,7.9,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00333, 91101728,91,10,S1728, 1071,2,18,129,3.5,7.7,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00334, 93444046,93,44,T4046, 4598,2,48,131,5.0,11.0,56,6,,75,1995-03-16,,3,,95,02,2.0
95SH00335, 88199139,88,19,S9139, 5063,2,18,151,4.1,9.0,62,3,,75,1995-03-16,,3,,95,07,7.0
95SH00336, 92443311,92,44,T3311,  513,2,48,153,4.2,9.3,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00337, 90441587,90,44,T1587, 5095,2,48,163,4.7,10.4,62,3,,75,1995-03-16,,3,,95,02,5.0
95SH00338, 92102768,92,10,S2768, 5123,2,18,131,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00339, 93003269,93,00, 3269, 4597,2,00,148,4.5,9.9,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00340, 93104209,93,10,S4209, 4007,2,18,117,5.0,11.0,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00341, 92102514,92,10,S2514, 1004,2,18,168,4.5,9.9,64,2,,75,1995-03-16,,3,,95,07,3.0
95SH00342, 91635555,91,63,K5555, 1007,2,68,149,4.0,8.8,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00343, 93104171,93,10,S4171, 5551,2,18,128,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00344, 93003095,93,00, 3095,  553,2,00,134,4.5,9.9,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00345, 92103107,92,10,S3107, 5546,2,18,117,3.6,7.9,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00346, 93104139,93,10,S4139, 4024,2,18,127,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00347, 90441200,90,44,T1200, 1023,2,48,178,3.9,8.6,62,3,,75,1995-03-16,,3,,95,02,5.0
95SH00348, 88199259,88,19,S9259, 1025,2,18,151,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,7.0
95SH00349, 92443609,92,44,T3609, 5052,2,48,141,5.0,11.0,64,2,,75,1995-03-16,,3,,95,02,3.0
95SH00350, 93103922,93,10,S3922, 1022,2,18,122,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00351, 93104089,93,10,S4089,   60,2,18,117,4.8,10.6,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00352, 93003179,93,00, 3179, 2048,2,00,123,4.8,10.6,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00353, 88633402,88,63,K3402, 4585,2,68,155,4.2,9.3,58,5,,75,1995-03-16,,3,,95,06,7.0
95SH00354, 88199097,88,19,S9097, 4550,2,18,163,4.4,9.7,58,5,,75,1995-03-16,,3,,95,07,7.0
95SH00355, 93003281,93,00, 3281,  504,2,00,115,5.6,12.4,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00356, 92443559,92,44,T3559, 1533,2,48,148,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00357, 91441790,91,44,T1790, 5060,2,48,159,5.1,11.2,62,3,,75,1995-03-16,,3,,95,02,4.0
95SH00358, 92443026,92,44,T3026, 2504,2,48,162,4.0,8.8,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00359, 92442831,92,44,T2831, 2024,2,48,147,4.6,10.1,56,6,,75,1995-03-16,,3,,95,02,3.0
95SH00360, 93039672,93,03,L9672, 9070,2,TT,140,3.4,7.5,58,5,,75,1995-03-16,,3,,95,30,2.0
95SH00361, 92442998,92,44,T2998, 9035,2,48,156,4.3,9.5,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00362, 88198850,88,19,S8850, 9053,2,18,149,4.4,9.7,60,4,,75,1995-03-16,,3,,95,07,7.0
95SH00363, 88633302,88,63,K3302, 1050,2,68,0,4.0,8.8,56,6,,75,1995-03-16,,,,95,06,7.0
95SH00364, 92103127,92,10,S3127, 1086,2,18,164,4.3,9.5,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00365, 92102840,92,10,S2840,   74,2,18,126,3.2,7.1,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00366, 92443320,92,44,T3320, 1018,2,48,151,4.4,9.7,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00367, 89634078,89,63,K4078, 1075,2,68,142,3.2,7.1,58,5,,75,1995-03-16,,3,,95,06,6.0
95SH00368, 88198665,88,19,S8665, 9041,2,18,150,3.5,7.7,62,3,,75,1995-03-16,,3,,95,07,7.0
95SH00369, 91101354,91,10,S1354, 1069,2,18,132,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00370, 92102917,92,10,S2917, 2019,2,18,143,3.3,7.3,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00371, 90441728,90,44,T1728, 5116,2,48,172,4.3,9.5,54,7,,75,1995-03-16,,3,,95,02,4.5
95SH00372, 93003068,93,00, 3068,   27,2,00,129,4.1,9.0,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00373, 92102436,92,10,S2436, 4571,2,18,150,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00374, 89440532,89,44,T0532, 4591,2,48,177,4.0,8.8,56,6,,75,1995-03-16,,3,,95,02,6.0
95SH00375, 88439759,88,43,T9759, 4600,2,48,155,3.3,7.3,58,5,,75,1995-03-16,,3,,95,02,7.0
95SH00376, 90441317,90,44,T1317, 2045,2,48,199,4.8,10.6,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00377, 92443158,92,44,T3158, 1080,2,48,129,3.4,7.5,62,3,,75,1995-03-16,,3,,95,02,3.0
95SH00378, 92102740,92,10,S2740, 5080,2,18,158,4.1,9.0,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00379, 92102429,92,10,S2429, 2016,2,18,122,3.6,7.9,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00380, 92443150,92,44,T3150,  545,2,48,172,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00381, 91101851,91,10,S1851, 9513,2,18,169,4.2,9.3,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00382, 92442863,92,44,T2863, 5113,2,48,154,4.1,9.0,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00383, 89199898,89,19,S9898, 9511,2,18,180,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,6.0
95SH00384, 91635629,91,63,K5629, 5121,2,68,0,3.4,7.5,58,5,,75,1995-03-16,,,,95,06,4.0
95SH00385, 91101712,91,10,S1712, 2044,2,18,133,3.3,7.3,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00386, 91101657,91,10,S1657, 5531,2,18,173,4.9,10.8,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00387, 88439572,88,43,T9572, 1038,2,48,166,4.7,10.4,56,6,,75,1995-03-16,,3,,95,02,7.0
95SH00388, 93003288,93,00, 3288,  532,2,00,115,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00389, 90441306,90,44,T1306, 4601,2,48,194,4.42,9.7,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00390, 92443553,92,44,T3553, 2069,2,48,164,4.3,9.5,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00391, 92442957,92,44,T2957, 5007,2,48,141,3.2,7.1,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00392, 87198029,87,19,S8029,  543,2,18,142,3.3,7.3,58,5,,75,1995-03-16,,3,,95,07,8.0
95SH00393, 91635338,91,63,K5338, 9048,2,68,161,5.4,11.9,56,6,,75,1995-03-16,,3,,95,06,4.0
95SH00394, 91101688,91,10,S1688, 1017,2,18,141,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00395, 92443394,92,44,T3394, 5086,2,48,162,4.4,9.7,62,3,,75,1995-03-16,,3,,95,02,3.0
95SH00396, 91442078,91,44,T2078, 2526,2,48,154,4.2,9.3,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00397, 91441825,91,44,T1825,  551,2,48,147,5.0,11.0,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00398, 91635153,91,63,K5153,   39,2,68,204,5.6,12.4,56,6,,75,1995-03-16,,3,,95,06,4.0
95SH00399, 92443045,92,44,T3045, 1032,2,48,130,4.4,9.7,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00400, 93103914,93,10,S3914, 9073,2,18,122,3.3,7.3,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00401, 91101600,91,10,S1600,   21,2,18,160,3.5,7.7,62,3,,75,1995-03-16,,3,,95,07,4.0
95SH00402, 88439774,88,43,T9774,  518,2,48,149,4.2,9.3,56,6,,75,1995-03-16,,3,,95,02,7.0
95SH00403, 92103123,92,10,S3123,    6,2,18,124,3.16,7.0,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00404, 91441834,91,44,T1834, 4544,2,48,156,3.6,7.9,60,4,,75,1995-03-16,,3,,95,02,4.0
95SH00405, 93104096,93,10,S4096, 1518,2,18,140,4.9,10.8,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00406, 88199376,88,19,S9376, 2506,2,18,151,4.1,9.0,60,4,,75,1995-03-16,,3,,95,07,7.0
95SH00407, 92442815,92,44,T2815, 9005,2,48,154,4.2,9.3,56,6,,75,1995-03-16,,3,,95,02,3.0
95SH00408, 93104046,93,10,S4046, 1503,2,18,97,2.5,5.5,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00409, 93103928,93,10,S3928, 5501,2,18,112,3.3,7.3,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00410, 93003081,93,00, 3081, 5019,2,00,117,3.7,8.2,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00411, 88439422,88,43,T9422, 2522,2,48,147,4.5,9.9,58,5,,75,1995-03-16,,3,,95,02,7.0
95SH00412, 92443613,92,44,T3613, 5065,2,00,158,4.9,10.8,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00413, 91442125,91,44,T2125, 5039,2,48,170,4.4,9.7,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00414, 91442395,91,44,T2395, 5529,2,48,181,4.0,8.8,64,2,,75,1995-03-16,,3,,95,02,4.0
95SH00415, 92443249,92,44,T3249,   11,2,48,147,3.9,8.6,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00416, 92102390,92,10,S2390, 2001,2,18,154,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00417, 92443028,92,44,T3028, 9079,2,48,151,3.3,7.3,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00418, 92102369,92,10,S2369, 5011,2,18,120,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00419, 91101692,91,10,S1692, 1537,2,18,155,4.88,10.8,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00420, 92102354,92,10,S2354, 1051,2,18,144,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00421, 91635587,91,63,K5587,  534,2,68,126,5.0,11.0,54,7,,75,1995-03-16,,3,,95,06,4.0
95SH00422, 92443590,92,44,T3590, 5120,2,48,179,4.1,9.0,60,4,,75,1995-03-16,,3,,95,02,3.0
