UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN00149,2015058933,H8933,05,H8933,15,2,,1,30,16,H8061,05,H4823,05,,,,3,GRN,2,,211,185,10,,93,1018,,,,6.0,X Bag,,M.Ovis,15621,1,,0.023,,2021
21IN00150,2015058955,H8955,05,H8955,15,2,,1,30,13,H7424,05,H6548,05,0,,,1,.,2,,241,215,2,,,,.,,,6.0,.,,M.Ovis,,1,,0.029,,2021
21IN00151,2015058958,H8958,05,H8958,15,2,,1,30,15,H7809,05,H7947,05,0,,,1,$,1,,169,173,4,,,,,,,6.0,.,,M.Ovis,,1,,0.02,,2021
21IN00152,2015059007,H9007,05,H9007,15,2,,1,30,17,H8210,05,H8450,05,0,,,1,,1,,154,179,2,,,,,,,6.0,.,,M.Ovis,,1,,0.035,,2021
21IN00153,2015059055,H9055,05,H9055,15,2,,1,30,18,H8376,05,H5900,05,0,,,1,,2,,171,162,2,,,,.,,,6.0,.,,M.Ovis,,1,,0.02,,2021
21IN00154,2015059094,H9094,05,H9094,15,2,,1,30,13,H7424,05,H7506,05,7,,,3,.,2,,226,207,8,,93,1004,,,,6.0,X Bag,,M.Ovis,15489,1,,0.013,,2021
21IN00155,2015059134,H9134,05,H9134,15,2,,1,30,17,H8210,05,H5430,05,,,,1,GRN,1,,177,188,3,,,,,,,6.0,.,,,,1,,0.03,,2021
21IN00156,2015059149,H9149,05,H9149,15,2,,1,30,e13,H8137,05,H8824,05,,,,3,GRN,1,,222,215,10,,93,1004,,,,6.0,X Bag,EC,M.Ovis,15451,1,,0.035,,2021
21IN00157,2015059167,H9167,05,H9167,15,2,,1,30,15,H7809,05,H7986,05,7,,,3,,1,,174,149,2,,93,0912,,,,6.0,To MARC,,M.Ovis,3138,1,,0.024,,2021
21IN00158,2015059194,H9194,05,H9194,15,2,,1,30,14,H7479,05,H6601,05,0,,,1,GRN,1,,201,184,2,,,,.,,,6.0,.,,,,1,,0.027,,2021
21IN00159,2015059221,H9221,05,H9221,15,2,,1,30,18,H8376,05,H7601,05,0,,,3,$,1,,185,189,2,,93,0912,,,,6.0,To MARC,,M.Ovis,3144,1,,0.036,,2021
21IN00160,2015059229,H9229,05,H9229,15,2,,1,30,18,H8376,05,H5319,05,,,,1,$,D,,244,226,2,,,,,,,6.0,TRIPLET PROJE,,M.Ovis,,1,,0.016,,2021
21IN00161,2015059232,H9232,05,H9232,15,2,,1,30,14,H7479,05,H7566,05,0,,,1,GRN,1,,176,191,1,,,,,,,6.0,.,,M.Ovis,,1,,0.027,,2021
21IN00162,2015059237,H9237,05,H9237,15,2,,1,30,16,H8061,05,H6120,05,0,,,1,,2,,189,188,2,,,,.,,,6.0,.,,M.Ovis,,1,,0.021,,2021
21IN00163,2015059240,H9240,05,H9240,15,2,,1,30,16,H8061,05,H6120,05,0,,,1,,1,,174,178,2,,,,.,,,6.0,CHUNKYMLKRS,,M.Ovis,,1,,0.021,,2021
21IN00164,2016059299,H9299,05,H9299,16,2,,1,30,30,H8376,05,H7990,05,0,,,3,,1,,168,184,2,,93,0912,,,,5.0,To MARC,EC,M.Ovis,3124,1,,0.031,,2021
21IN00165,2016059306,H9306,05,H9306,16,2,,1,30,32,H8507,05,H8054,05,0,,,1,,1,,219,208,3,,,,,,,5.0,.,,M.Ovis,,1,,0.028,,2021
21IN00166,2016059310,H9310,05,H9310,16,2,,1,30,33,H8787,05,H8452,05,7,,,1,,1,,175,191,2,,,,,,,5.0,.,,M.Ovis,,1,,0.033,,2021
21IN00167,2016059317,H9317,05,H9317,16,2,,1,30,29,H7479,05,H8519,05,,,,1,,2,,232,217,2,,,,,,,5.0,.,,M.Ovis,,1,,0.043,,2021
21IN00168,2016059322,H9322,05,H9322,16,2,,1,30,29,H7479,05,H8317,05,0,,,1,,2,,216,200,2,,,,,,,5.0,TRIPPROJECT,,M.Ovis,,1,,0.029,,2021
21IN00169,2016059325,H9325,05,H9325,16,2,,1,30,32,H8507,05,H8410,05,7,,,6,,1,,157,0,0,,01,0624,,,,5.0,.,,M.Ovis,,1,,0.038,,2021
21IN00170,2016059341,H9341,05,H9341,16,2,,1,30,33,H8787,05,H8640,05,,,,1,,D,,201,212,2,,,,,,,5.0,.,EC,M.Ovis,,1,,0.022,,2021
21IN00171,2016059359,H9359,05,H9359,16,2,,1,30,30,H8376,05,H8530,05,,,,1,,1,,135,169,2,,,,,,,5.0,WARTS,,M.Ovis,,1,,0.031,,2021
21IN00172,2016059380,H9380,05,H9380,16,2,,1,30,30,H8376,05,H7774,05,7,,,1,,H,,179,177,2,,,,,,,5.0,WARTS,,M.Ovis,,1,,0.039,,2021
21IN00173,2016059393,H9393,05,H9393,16,2,,1,30,31,H8485,05,H7892,05,0,,,1,,D,,184,191,1,,,,,,,5.0,.,,M.Ovis,,1,,0.03,,2021
21IN00174,2016059403,H9403,05,H9403,16,2,,1,30,30,H8376,05,H6548,05,0,,,1,,1,,182,187,2,,,,,,,5.0,.,EC,M.Ovis,,1,,0.049,,2021
21IN00175,2016059419,H9419,05,H9419,16,2,,1,30,32,H8507,05,H7592,05,7,,,3,,1,,199,169,13,,93,0908,,,,5.0,ImmediateX,,M.Ovis,3102,1,,0.019,,2021
21IN00176,2016059436,H9436,05,H9436,16,2,,1,30,32,H8507,05,H8768,05,,,,1,,1,,157,175,2,,,,,,,5.0,.,,M.Ovis,,1,,0.037,,2021
21IN00177,2016059439,H9439,05,H9439,16,2,,1,30,30,H8376,05,H7828,05,0,,,1,,1,,168,173,2,,,,,,,5.0,.,,M.Ovis,,1,,0.026,,2021
21IN00178,2016059448,H9448,05,H9448,16,2,,1,30,33,H8787,05,H8083,05,0,,,1,,1,,191,202,2,,,,,,,5.0,TIGHTBAG,,M.Ovis,,1,,0.035,,2021
21IN00179,2016059465,H9465,05,H9465,16,2,,1,30,32,H8507,05,H8492,05,,,,1,,2,,179,174,2,,,,,,,5.0,.,,M.Ovis,,1,,0.034,,2021
21IN00180,2016059482,H9482,05,H9482,16,2,,1,30,30,H8376,05,H8786,05,0,,,3,,1,,151,154,2,,93,0912,,,,5.0,To MARC,,M.Ovis,3131,1,,0.032,,2021
21IN00181,2016059497,H9497,05,H9497,16,2,,1,30,30,H8376,05,H8209,05,,,,3,,1,,164,172,2,,93,1004,,,,5.0,X Bag,,M.Ovis,15513,1,,0.021,,2021
21IN00182,2016059501,H9501,05,H9501,16,2,,1,30,32,H8507,05,H5592,05,0,,,1,,2,,165,176,2,,,,,,,5.0,.,,M.Ovis,,1,,0.042,,2021
21IN00183,2016059504,H9504,05,H9504,16,2,,1,30,31,H8485,05,H5842,05,0,,,1,,1,,195,176,2,,,,,,,5.0,WARTS,,M.Ovis,,1,,0.045,,2021
21IN00184,2016059525,H9525,05,H9525,16,2,,1,30,33,H8787,05,H8602,05,0,,,1,,D,,202,206,2,,,,,,,5.0,.,,M.Ovis,,1,,0.032,,2021
21IN00185,2016059537,H9537,05,H9537,16,2,,1,30,32,H8507,05,H8667,05,0,,,1,,D,,197,190,2,,,,,,,5.0,.,EC,M.Ovis,,1,,0.034,,2021
21IN00186,2016059548,H9548,05,H9548,16,2,,1,30,32,H8507,05,H8146,05,0,,,3,,1,,179,191,11,,93,1004,,,,5.0,X Bag,,M.Ovis,15400,1,,0.045,,2021
21IN00187,2016059549,H9549,05,H9549,16,2,,1,30,32,H8507,05,H8146,05,0,,,6,,,,0,0,0,,66,0309,,,,5.0,ChronicAtaxia,,M.Ovis,,1,,0.045,,2021
21IN00188,2016059551,H9551,05,H9551,16,2,,1,30,32,H8507,05,H8549,05,,,,1,,1,,173,183,3,,,,,,,5.0,WARTS,EC,M.Ovis,,1,,0.038,,2021
21IN00189,2016059553,H9553,05,H9553,16,2,,1,30,32,H8507,05,H8549,05,,,,3,,1,,190,193,8,,93,1018,,,,5.0,NOMLKLS,,M.Ovis,15703,1,,0.038,,2021
21IN00190,2017059584,H9584,05,H9584,17,2,,1,30,43,H9233,05,H8300,05,,,,3,$,D,,164,0,0,,93,0614,,,,4.0,X Fevered,,,2880,1,,0.033,,2021
21IN00191,2017059598,H9598,05,H9598,17,2,,1,30,42,H9130,05,H8933,05,,,,3,BLD,1,,167,185,2,,93,0912,,,,4.0,To MARC,,,3118,1,,0.03,,2021
21IN00192,2017059614,H9614,05,H9614,17,2,,1,30,42,H9130,05,H8668,05,0,,,1,,H,,169,188,3,,,,,,,4.0,.,,,,1,,0.034,,2021
21IN00193,2017059647,H9647,05,H9647,17,2,,1,30,38,H8715,05,H9240,05,0,,,6,,1,,210,0,0,,05,0629,,,,4.0,.,,,,1,,0.033,,2021
21IN00194,2017059648,H9648,05,H9648,17,2,,1,30,38,H8715,05,H9240,05,0,,,1,$,1,,166,177,2,,,,,,,4.0,SMBAG,,,,1,,0.033,,2021
21IN00195,2017059663,H9663,05,H9663,17,2,,1,30,42,H9130,05,H9237,05,0,,,3,,D,,202,228,12,,93,1018,,,,4.0,X Bag,,,15734,1,,0.028,,2021
21IN00196,2017059677,H9677,05,H9677,17,2,,1,30,38,H8715,05,H8691,05,0,,,6,$,,,0,0,0,,66,0311,,,,4.0,PoorBCS,EC,,,1,,0.032,,2021
21IN00197,2017059692,H9692,05,H9692,17,2,,1,30,e5,H8787,05,H9455,05,0,,,1,,1,,167,180,2,,,,,,,4.0,.,,,,1,,0.034,,2021
21IN00198,2017059694,H9694,05,H9694,17,2,,1,30,42,H9130,05,H8908,05,0,,,1,,1,,160,157,2,,,,,,,4.0,.,,,,1,,0.028,,2021
21IN00199,2017059714,H9714,05,H9714,17,2,,1,30,41,H9065,05,H9251,05,0,,,3,,1,,195,204,2,,93,0908,,,,4.0,ImmediateX,EC,,3111,1,,0.028,,2021
21IN00200,2017059715,H9715,05,H9715,17,2,,1,30,38,H8715,05,H8036,05,,,,3,BLD,2,,188,195,2,,93,0912,,,,4.0,To MARC,,,3153,1,,0.035,,2021
21IN00201,2017059720,H9720,05,H9720,17,2,,1,30,41,H9065,05,H8571,05,0,,,3,,D,,162,183,2,,93,1018,,,,4.0,NOMLKRS,,,15609,1,,0.028,,2021
21IN00202,2017059739,H9739,05,H9739,17,2,,1,30,38,H8715,05,H8468,05,,,,6,,1,,161,172,2,,42,1013,,,,4.0,Heart attack,,,,1,,0.02,,2021
21IN00203,2017059754,H9754,05,H9754,17,2,,1,30,42,H9130,05,H5842,05,0,,,1,BLD,H,,201,201,2,,,,,,,4.0,.,,,,1,,0.043,,2021
21IN00204,2017059762,H9762,05,H9762,17,2,,1,30,43,H9233,05,H8452,05,7,,,1,,1,,198,206,2,,,,,,,4.0,.,,,,1,,0.039,,2021
21IN00205,2017059779,H9779,05,H9779,17,2,,1,30,43,H9233,05,H9230,05,,,,3,MAG,1,,224,240,2,,93,1004,,,,4.0,WARTS,,,15373,1,,0.03,,2021
21IN00206,2017059791,H9791,05,H9791,17,2,,1,30,e3,H8210,05,H9288,05,,,,1,MAG,D,,219,217,1,,,,,,,4.0,.,EC,,,1,,0.03,,2021
21IN00207,2017059793,H9793,05,H9793,17,2,,1,30,39,H8840,05,H8768,05,,,,1,BLD,2,,211,195,2,,,,,,,4.0,WARTS,,,,1,,0.029,,2021
21IN00208,2017059807,H9807,05,H9807,17,2,,1,30,41,H9065,05,H9232,05,0,,,3,MAG,1,,212,188,9,,93,1004,,,,4.0,X Bag,,,15364,1,,0.028,,2021
21IN00209,2017059818,H9818,05,H9818,17,2,,1,30,e4,H8507,05,H9393,05,0,,,3,MAG,1,,124,162,2,,93,0912,,,,4.0,To MARC,EC,,3137,1,,0.038,,2021
21IN00210,2017059833,H9833,05,H9833,17,2,,1,30,41,H9065,05,H8939,05,,,,1,MAG,2,,167,166,3,,,,,,,4.0,.,,,,1,,0.029,,2021
21IN00211,2017059846,H9846,05,H9846,17,2,,1,30,42,H9130,05,H8863,05,0,,,1,MAG,1,,194,190,2,,,,,,,4.0,.,,,,1,,0.035,,2021
21IN00212,2017059865,H9865,05,H9865,17,2,,1,30,41,H9065,05,H8530,05,,,,6,MAG,,,0,0,0,,42,0303,,,,4.0,Down,,,,1,,0.029,,2021
21IN00213,2017059899,H9899,05,H9899,17,2,,1,30,e5,H8787,05,H9312,05,7,,,1,MAG,1,,165,183,4,,,,,,,4.0,.,,,,1,,0.037,,2021
21IN00214,2017059900,H9900,05,H9900,17,2,,1,30,e5,H8787,05,H9312,05,7,,,3,MAG,2,,197,187,9,,93,1018,,,,4.0,X Bag,,,15680,1,,0.037,,2021
21IN00215,2017059910,H9910,05,H9910,17,2,,1,30,39,H8840,05,H9108,05,0,,,1,$,1,,143,156,2,,,,,,,4.0,.,EC,,,1,,0.024,,2021
21IN00216,2017059916,H9916,05,H9916,17,2,,1,30,43,H9233,05,H6032,05,0,,,1,BLD,2,,212,213,3,,,,,,,4.0,TRIPLET PROJE,,,,1,,0.027,,2021
21IN00217,2017059923,H9923,05,H9923,17,2,,1,30,39,H8840,05,H9243,05,7,,,1,MAG,1,,186,187,3,,,,,,,4.0,HAD 6 LAMBS,,,,1,,0.03,,2021
21IN00218,2017059944,H9944,05,H9944,17,2,,1,30,e3,H8210,05,H9525,05,0,,,3,MAG,1,,178,180,3,,93,1004,,,,4.0,X Bag,EC,,15424,1,,0.023,,2021
21IN00219,2017059964,H9964,05,H9964,17,2,,1,30,e4,H8507,05,H9346,05,0,,,1,MAG,2,,157,162,2,,,,,,,4.0,.,,,,1,,0.048,,2021
21IN00220,2018059974,H9974,05,H9974,18,2,,1,30,38,H9294,05,H8874,05,7,,,1,RED,1,,233,216,2,,,,,,,3.0,SMBAG,,,,1,,0.025,,2021
21IN00221,2018059980,H9980,05,H9980,18,2,,1,30,41,H9486,05,H8933,05,,,,1,RED,1,,200,189,2,,,,,,,3.0,.,,,,1,,0.03,,2021
21IN00222,2018059982,H9982,05,H9982,18,2,,1,30,41,H9486,05,H9393,05,0,,,1,RED,1,,143,156,4,,,,,,,3.0,.,,,,1,,0.038,,2021
21IN00223,2018059989,H9989,05,H9989,18,2,,1,30,38,H9294,05,H9488,05,0,,,3,RED,1,,193,190,7,,93,1018,,,,3.0,NOMILKLS,,,15718,1,,0.025,,2021
21IN00224,2018059994,H9994,05,H9994,18,2,,1,30,41,H9486,05,H9060,05,0,,,1,RED,1,,191,198,1,,,,,,,3.0,TRIPLET PROJE,,,,1,,0.038,,2021
21IN00225,2017645131,K5131,64,K5131,17,2,,1,06,37,K4960,64,K5116,00,,,,1,OR,1,,201,220,2,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00226,2017645132,K5132,64,K5132,17,2,,1,06,37,K4960,64,K5116,00,,,,1,OR,H,,215,208,4,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00227,2017645133,K5133,64,K5133,17,2,,1,06,36,K4942,64,K5096,00,,,,1,OR,1,,155,163,2,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00228,2017645136,K5136,64,K5136,17,2,,1,06,36,K4942,64,K5106,00,,,,1,OR,1,,216,211,2,,,,,,,4.0,.,Term,,,1,,0.0,,2021
21IN00229,2017645137,K5137,64,K5137,17,2,,1,06,37,K4960,64,K5104,00,,,,1,OR,H,,175,183,2,,,,,,,4.0,LOWSAGGYBAG,,,,1,,0.0,,2021
21IN00230,2017645139,K5139,64,K5139,17,2,,1,06,37,K4960,64,K5113,00,,,,6,OR,1,,212,194,2,,66,1012,,,,4.0,BadShoulder,,,,1,,0.0,,2021
21IN00231,2017645150,K5150,64,K5150,17,2,,1,06,37,K4960,64,K5100,00,,,,1,OR,1,,190,201,2,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00232,2017645170,K5170,64,K5170,17,2,,1,06,37,K4960,64,K5121,00,,,,1,OR,H,,188,195,2,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00233,2017645171,K5171,64,K5171,17,2,,1,06,37,K4960,64,K5095,00,,,,1,OR,2,,179,185,2,,,,,,,4.0,.,Term,,,1,,0.0,,2021
21IN00234,2017645173,K5173,64,K5173,17,2,,1,06,36,K4942,64,K5124,00,,,,1,OR,2,,222,215,2,,,,,,,4.0,CANTFINDLAMB,,,,1,,0.0,,2021
21IN00235,2017645182,K5182,64,K5182,17,2,,1,06,36,K4942,64,K5125,00,,,,1,OR,1,,174,179,2,,,,,,,4.0,.,,,,1,,0.0,,2021
21IN00236,2018645187,K5187,64,K5187,18,2,,1,06,6,K4942,64,K5095,00,,,,1,OR,H,,188,180,3,,,,,,,3.0,.,,,,1,,0.0,,2021
21IN00237,2018645194,K5194,64,K5194,18,2,,1,06,6,K4942,64,K5122,00,,,,6,OR,1,,197,0,0,,05,0612,,,,3.0,.,,,,1,,0.0,,2021
21IN00238,2018645201,K5201,64,K5201,18,2,,1,06,7,K4960,64,K5106,00,,,,1,OR,1,,193,200,2,,,,,,,3.0,.,Term,,,1,,0.0,,2021
21IN00239,2018645202,K5202,64,K5202,18,2,,1,06,7,K4960,64,K5111,00,,,,1,OR,1,,168,178,2,,,,,,,3.0,.,,,,1,,0.0,,2021
21IN00240,2018645203,K5203,64,K5203,18,2,,1,06,7,K4960,64,K5111,00,,,,3,OR,H,,178,196,2,,93,1018,,,,3.0,Thin 2020,,,15679,1,,0.0,,2021
21IN00241,2018645205,K5205,64,K5205,18,2,,1,06,6,K4942,64,K5116,00,,,,1,OR,2,,221,222,3,,,,,,,3.0,.,,,,1,,0.0,,2021
21IN00242,2018645207,K5207,64,K5207,18,2,,1,06,6,K4942,64,K5119,00,,,,3,OR,2,,194,193,5,,93,1018,,,,3.0,X Bag,,,15624,1,,0.0,,2021
21IN00243,2018645209,K5209,64,K5209,18,2,,1,06,7,K4960,64,K5102,00,,,,3,OR,D,,138,0,0,,93,0614,,,,3.0,X V Thin,,,2878,1,,0.0,,2021
21IN00244,2018645211,K5211,64,K5211,18,2,,1,06,6,K4942,64,K5098,00,,,,1,OR,1,,178,176,2,,,,,,,3.0,TRYONE,,,,1,,0.0,,2021
21IN00245,2018645217,K5217,64,K5217,18,2,,1,06,6,K4942,64,K5104,00,,,,6,OR,1,,175,134,2,,66,1122,,,,3.0,"Thin, poor",Term,,,1,,0.0,,2021
21IN00246,2018645225,K5225,64,K5225,18,2,,1,06,6,K4942,64,K5101,00,,,,6,OR,,,0,0,0,,76,0425,,,,3.0,Bronchopneu,Term,,,1,,0.0,,2021
21IN00247,2018645230,K5230,64,K5230,18,2,,1,06,6,K4942,64,K5113,00,,,,1,OR,1,,220,231,2,,,,,,,3.0,OKFORONE,,,,1,,0.0,,2021
21IN00248,2018645235,K5235,64,K5235,18,2,,1,06,7,K4960,64,K5093,00,,,,3,OR,2,,177,179,8,,93,1018,,,,3.0,X Bag,,,15673,1,,0.0,,2021
21IN00249,2018645236,K5236,64,K5236,18,2,,1,06,7,K4960,64,K5093,00,,,,3,OR,1,,183,174,5,,93,1004,,,,3.0,X Bag,,,15437,1,,0.0,,2021
21IN00250,2015005244,K5244,00,K5244,15,2,,1,06,,,,,,,,,7,,H,,167,0,0,,97,0906,,,,6.0,.,,,,,51/18035/0823,0.0,,2021
21IN00251,2015005245,K5245,00,K5245,15,2,,1,06,,,,,,,,,1,,H,,177,169,2,,,,,,,6.0,.,,,,,WY13002/3633,0.0,,2021
21IN00252,2017005246,K5246,00,K5246,17,2,,1,06,,,,,,,,,1,,H,,187,191,2,,,,,,,4.0,Hairy,,,,,53/5384/18035,0.0,,2021
21IN00253,2015005247,K5247,00,K5247,15,2,,1,06,,,,,,,,,1,,H,,211,215,4,,,,,,,6.0,.,,,,,56/0757/18035,0.0,,2021
21IN00254,2015005248,K5248,00,K5248,15,2,,1,06,,,,,,,,,6,,,,0,0,0,,88,0306,,,,6.0,.,,,,,3636/WY13002,0.0,,2021
21IN00255,2014005249,K5249,00,K5249,14,2,,1,06,,,,,,,,,3,,H,,249,222,2,,93,1018,,,,7.0,MEAN LTBS,,,15601,,44/0588/18035,0.0,,2021
21IN00256,2015005250,K5250,00,K5250,15,2,,1,06,,,,,,,,,1,,H,,211,194,2,,,,,,,6.0,LT,,,,,735/5398,0.0,,2021
21IN00257,2015005251,K5251,00,K5251,15,2,,1,06,,,,,,,,,1,,H,,220,206,2,,,,,,,6.0,.,,,,,517/0851,0.0,,2021
21IN00258,2015005252,K5252,00,K5252,15,2,,1,06,,,,,,,,,1,,H,,164,179,2,,,,,,,6.0,.,,,,,565/0874,0.0,,2021
21IN00259,2015005253,K5253,00,K5253,15,2,,1,06,,,,,,,,,1,,H,,179,186,1,,,,,,,6.0,.,,,,,728/5337,0.0,,2021
21IN00260,2015005256,K5256,00,K5256,15,2,,1,06,,,,,,,,,1,,D,,179,189,2,,,,,,,6.0,.,,,,,528/0759,0.0,,2021
21IN00261,2015005259,K5259,00,K5259,15,2,,1,06,,,,,,,,,1,,H,,199,201,2,,,,,,,6.0,.,,,,,531/2752,0.0,,2021
21IN00262,2015005260,K5260,00,K5260,15,2,,1,06,,,,,,,,,1,,H,,171,173,2,,,,,,,6.0,.,,,,,563/2795,0.0,,2021
21IN00263,2015005261,K5261,00,K5261,15,2,,1,06,,,,,,,,,1,,H,,174,175,2,,,,,,,6.0,OKFORONE,,,,,542/0752,0.0,,2021
21IN00264,2015005262,K5262,00,K5262,15,2,,1,06,,,,,,,,,1,,H,,185,179,2,,,,,,,6.0,LTRS,,,,,708/2800,0.0,,2021
21IN00265,2015005263,K5263,00,K5263,15,2,,1,06,,,,,,,,,1,,H,,175,176,2,,,,,,,6.0,.,,,,,139/2799,0.0,,2021
21IN00266,2015005265,K5265,00,K5265,15,2,,1,06,,,,,,,,,1,,D,,229,219,2,,,,,,,6.0,SM.PELVIS,,,,,559/0865,0.0,,2021
21IN00267,2015005266,K5266,00,K5266,15,2,,1,06,,,,,,,,,3,,H,,198,195,9,,93,1018,,,,6.0,X Bag,,,1797,,146/2797,0.0,,2021
21IN00268,2015005267,K5267,00,K5267,15,2,,1,06,,,,,,,,,1,,H,,205,190,1,,,,,,,6.0,.,,,,,2796/WY13002,0.0,,2021
21IN00269,2019645268,K5268,64,K5268,19,1,,1,06,16,K5242,00,K5139,64,,,,3,OR,M,,230,246,0,,93,0818,,,,2.0,"1"" horns",,,2934,1,,0.0,,2021
21IN00270,2019645269,K5269,64,K5269,19,1,,1,06,16,K5242,00,K5150,64,,,,6,OR,M,,232,262,0,,66,1119,,,,2.0,FxRH,PCX,,,1,,0.0,,2021
21IN00271,2019645270,K5270,64,K5270,19,2,,1,06,15,K5155,64,K5247,00,,,,1,OR,D,,177,220,1,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00272,2019645271,K5271,64,K5271,19,2,,1,06,15,K5155,64,K5247,00,,,,3,OR,2,,223,198,2,,93,1018,,,,2.0,NICE LAMB,,,15672,1,,0.0,,2021
21IN00273,2019645274,K5274,64,K5274,19,2,,1,06,15,K5155,64,K5251,00,,,,6,OR,,,0,0,0,,50,0425,,,,2.0,1ST.NICE,,,,1,,0.0,,2021
21IN00274,2019645275,K5275,64,K5275,19,2,,1,06,15,K5155,64,K5251,00,,,,1,OR,1,,200,208,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00275,2019645278,K5278,64,K5278,19,2,,1,06,16,K5242,00,K5142,64,,,,3,OR,2,,195,215,2,,93,1004,,,,2.0,.,,,15461,1,,0.0,,2021
21IN00276,2019645279,K5279,64,K5279,19,2,,1,06,15,K5155,64,K5249,00,,,,1,OR,H,,204,198,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00277,2019645284,K5284,64,K5284,19,2,,1,06,16,K5242,00,K5170,64,,,,3,OR,D,,193,207,1,,93,1004,,,,2.0,.,,,15485,1,,0.0,,2021
21IN00278,2019645288,K5288,64,K5288,19,2,,1,06,15,K5155,64,K5266,00,,,,1,OR,1,,186,191,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00279,2019645293,K5293,64,K5293,19,2,,1,06,15,K5155,64,K5252,00,,,,6,OR,,,0,0,0,,66,0224,,,,2.0,Down,,,,1,,0.0,,2021
21IN00280,2019645298,K5298,64,K5298,19,2,,1,06,16,K5242,00,K5173,64,,,,1,OR,2,,129,154,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00281,2019645299,K5299,64,K5299,19,1,,1,06,15,K5155,64,K5261,00,,,,1,OR,M,,215,252,0,,,,,,,2.0,Scurs,PCX,,,1,,0.0,,2021
21IN00282,2019645301,K5301,64,K5301,19,2,,1,06,15,K5155,64,K5258,00,,,,1,OR,1,,175,174,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00283,2019645305,K5305,64,K5305,19,2,,1,06,15,K5155,64,K5253,00,,,,3,OR,D,,206,210,1,,93,1018,,,,2.0,.,,,15728,1,,0.0,,2021
21IN00284,2019645307,K5307,64,K5307,19,2,,1,06,16,K5242,00,K5137,64,,,,1,OR,2,,152,164,2,,,,,,,2.0,THIN WEEK,,,,1,,0.0,,2021
21IN00285,2019645309,K5309,64,K5309,19,2,,1,06,16,K5242,00,K5177,64,,,,1,OR,2,,178,194,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00286,2019645314,K5314,64,K5314,19,1,,1,06,15,K5155,64,K5259,00,,,,3,OR,M,,240,0,0,,93,0614,,,,2.0,"Lame, thin",,,2906,1,,0.0,,2021
21IN00287,2019645319,K5319,64,K5319,19,1,,1,06,15,K5155,64,K5263,00,,,,2,OR,M,,234,248,0,,92,0825,,,,2.0,"1"" horns",,,3089,1,,0.0,,2021
21IN00288,2019645320,K5320,64,K5320,19,1,,1,06,15,K5155,64,K5265,00,,,,6,OR,M,,178,0,0,,66,0429,,,,2.0,"Resp,EyePrblm",,,,1,,0.0,,2021
21IN00289,2019645321,K5321,64,K5321,19,1,,1,06,15,K5155,64,K5265,00,,,,6,OR,M,,250,276,0,,10,1128,,,,2.0,.,,,,1,,0.0,,2021
21IN00290,2019645322,K5322,64,K5322,19,2,,1,06,15,K5155,64,K5256,00,,,,1,OR,1,,154,161,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00291,2019645323,K5323,64,K5323,19,1,,1,06,15,K5155,64,K5256,00,,,,6,OR,,,0,0,0,,03,0112,,,,2.0,Scurs,,,,1,,0.0,,2021
21IN00292,2019645326,K5326,64,K5326,19,2,,1,06,15,K5155,64,K5267,00,,,,1,OR,1,,156,180,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00293,2019645331,K5331,64,K5331,19,2,,1,06,15,K5155,64,K5250,00,,,,3,OR,1,,239,241,9,,93,1018,,,,2.0,X Bag,,,15636,1,,0.0,,2021
21IN00294,2014701542,L1542,70,L1542,14,2,,1,PC,1,Z1134,83,X7933,82,,,,6,OR,H,,174,135,13,,66,0908,,,,7.0,BlownBagVSick,,,,5,,0.006,,2021
21IN00295,2014701578,L1578,70,L1578,14,2,,1,PC,6,L0650,70,L0673,70,0,,,3,OR,H,,173,187,4,,93,1018,,,,7.0,Thin 2020,,,15742,2,,0.003,,2021
21IN00296,2014701588,L1588,70,L1588,14,2,,1,PC,25,X9851,82,Z1008,83,0,,,3,OR,H,,185,160,2,,93,1018,,,,7.0,WARTS,,,15665,5,,0.014,,2021
21IN00297,2014701599,L1599,70,L1599,14,2,,1,PC,25,X9851,82,X7389,82,,,,3,OR,H,,189,197,2,,93,1004,,,,7.0,.,,,15441,5,,0.003,,2021
21IN00298,2014701604,L1604,70,L1604,14,2,,1,PC,5,L0239,70,L0044,70,0,,,3,OR,H,,209,194,2,,93,1018,.,,,7.0,.,,,15580,5,,0.043,,2021
