UID,ETAG,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,YRREC
94RA00351,T4098,93,1,42,02,832,C,2,2,8.0,Y,140,48,77,0.49,106,106,137,0.204,2.2,60,6.0,59.8,3.6,18.6,80,1,1,2-,1.5,95.6,222544,7324,43,131,192,0.244,1.0,,1,CTL,101,102,W,T7324,S3,AA,100.0, 83,M,30,2,0,0,S,,,,1994
94RA00352,S4101,93,1,18,07,r.1,,1,1,1.0,Y,123,61,94,0.54,134,134,137,0.256,1.9,64,4.9,51.9,2.5,19.2,70,1,1,3,1.65,99.3,1574TX,2814,10,159,192,0.288,1.0,,2,RAM,95,90,W,S2814,S4,AAA,0.0,104,,,,0,,,YES,,,1994
94RA00353,T4107,93,1,42,02,812,C,2,1,2.0,Y,147,45,68,0.494,97,97,137,0.181,1.8,64,3.3,61.9,2.0,16.8,80,1,1,3,1.75,101.6,194744,2259,44,123,192,0.228,1.0,X SIZE,3,CTL,93,76,W,T2259,MO,MOR,0.0,LIB,,,,0,,,,,,1994
94RA00354,T4129,93,1,41,02,412,M,1,1,5.0,Y,153,53,62,0.645,120,120,137,0.233,2.1,56,5.5,59.5,3.3,19.0,80,2,1,3-,1.36,87.1,217444,9691,43,142,192,0.26,1.0,,3,LBW,94,96,W,T9691,S0,B,0.0,,,,,0,,,,,,1994
94RA00355,T4131,93,1,42,02,832,C,2,2,6.0,Y,154,46,61,0.528,117,117,137,0.247,2.0,64,3.7,58.1,2.1,17.3,64,2,2,3,1.68,105.8,222544,8727,43,141,192,0.278,1.0,JAF DUD PEN,2,CTL,99,79,W,T8727,D4,DUD,0.0,LIB,,,,0,,,NO,1,,1994
94RA00356,T4132,93,1,42,02,832,C,2,2,6.0,Y,154,49,61,0.608,114,114,137,0.226,1.8,62,3.3,57.8,1.9,20.0,70,2,1,4+,1.68,105.8,222544,8727,43,136,192,0.254,1.0,4TEATS,3,CTL,96,71,W,T8727,S0,B,0.0,,,,,0,,,,,,1994
94RA00357,S4159,93,1,18,07,r.1,,1,1,1.0,Y,125,76,92,0.697,133,133,137,0.2,2.3,64,5.7,54.6,3.1,18.5,80,2,1,3,1.65,103.5,1574TX,2493,10,153,192,0.226,1.0,DEAD 111394,6,LIS,100,103,W,S2493,S1,A,0.0,LIS,M,60,3,0,5,S,,,,1994
94RA00358,S4160,93,1,18,07,r.1,,1,1,1.0,Y,126,73,91,0.682,126,126,137,0.186,2.0,62,5.5,59.3,3.3,18.8,80,1,1,3,1.65,102.9,1574TX,2695,10,151,192,0.229,1.0,,L,LIS,100,102,W,S2695,S2,AA,0.0,LIS,C,40,3,0,0,S,,,,1994
94RA00359,S4162,93,1,18,42,r.3,,1,1,1.0,Y,126,70,91,0.658,135,135,137,0.228,2.4,58,6.2,64.5,4.0,20.6,64,1,1,3,1.65,102.1,068010,2820,10,154,192,0.247,1.0,,2,RAM,105,109,W,S2820,S2,AA,0.0,110,,,,0,,,YES,,,1994
94RA00360,S4168,93,1,18,07,  2,R,3,1,5.0,Y,126,51,89,0.438,112,112,137,0.213,2.3,58,5.1,57.6,2.9,22.0,64,3,1,3-,1.96,123.6,167710,9168,19,135,192,0.246,1.0,X CR LEGS,3,LBW,112,97,W,S9168,S1,A,0.0,,,,,0,,,,,,1994
94RA00361,S4179,93,1,18,42,r.3,,1,1,1.0,Y,127,70,90,0.669,129,129,137,0.207,2.0,60,4.4,62.7,2.8,20.6,64,2,1,4+,1.65,102.3,068010,2694,10,152,192,0.241,1.0,,2,RAM,96,88,W,S2694,S4,AAA,0.0,111,,,,0,,,YES,,,1994
94RA00362,S4182,93,1,18,42,r.3,,1,1,1.0,Y,127,71,90,0.674,129,129,137,0.204,2.0,62,5.7,52.3,3.0,19.6,70,2,2,3-,1.65,102.5,068010,2794,10,149,192,0.229,1.0,,2,RAM,97,88,W,S2794,S2,AA,0.0,107,,,,0,,,YES,,,1994
94RA00363,S4228,93,1,18,42,r.3,,1,1,1.0,Y,130,61,85,0.592,130,130,137,0.24,2.1,64,4.4,59.8,2.6,17.2,80,2,1,3,1.65,100.7,068010,2314,10,153,192,0.269,1.0,XBLK SPOT '94,3,RAM,95,86,W,S2314,D3,DUD,0.0,,,,,0,,,,,,1994
94RA00364,S4238,93,1,18,42,r.3,,1,1,1.0,Y,131,63,86,0.608,126,126,137,0.221,2.0,56,6.2,59.4,3.7,18.7,70,2,1,3-,1.65,101.1,068010,2939,10,139,192,0.224,1.0,JAF DUD PEN,2,RAM,100,98,W,S2939,D4,DUD,0.0,LIB,,,,0,,,NO,,,1994
94RA00365,S4244,93,1,18,07,r.1,,1,1,1.0,Y,132,66,83,0.663,145,145,137,0.275,1.9,60,6.2,55.9,3.5,19.5,70,4,1,2-,1.65,102.5,1574TX,2966,10,164,192,0.287,1.0,,L,LIS,103,103,W,S2966,D3,DUD,0.0,LIS,M,60,3,0,10,S,,,,1994
94RA00366,S4251,93,1,18,07,r.2,,1,1,1.0,Y,134,69,81,0.715,120,120,137,0.178,2.5,64,5.5,65.6,3.6,16.8,80,5,1,3+,1.65,103.7,1957TX,2971,10,141,192,0.211,1.0,X SM. TESTES,3,RAM,104,116,W,S2971,D3,DUD,0.0,LIB,,,,0,,,,,,1994
94RA00367,S4252,93,1,18,07,r.2,,1,1,1.0,Y,134,64,81,0.663,118,118,137,0.188,2.3,58,5.3,61.2,3.2,20.6,64,2,1,2,1.65,102.3,1957TX,2944,10,146,192,0.24,1.0,SM. TESTES,2,RAM,101,107,W,S2944,S1,A,0.0,103,,,,0,,,YES,,,1994
94RA00368,S4255,93,1,18,07,r.1,,1,1,1.0,Y,135,64,80,0.693,125,125,137,0.213,2.2,64,4.6,58.9,2.7,19.8,70,1,1,4-,1.65,102.7,1574TX,2461,10,150,192,0.251,1.0,JAF DUD PEN,2,RAM,98,94,W,S2461,D4,DUD,0.0,LIB,,,,0,,,NO,,,1994
94RA00369,S4257,93,1,18,07,r.1,,1,1,1.0,Y,136,55,81,0.553,113,113,137,0.204,1.5,62,4.6,53.2,2.4,20.1,70,4,1,3-,1.65,99.7,1574TX,2476,10,136,192,0.238,1.0,X SIZE,3,RAM,90,79,W,S2476,S2,AA,0.0,,,,,0,,,,,,1994
94RA00370,S4264,93,1,18,42,r.3,,1,1,1.0,Y,139,61,78,0.641,137,137,137,0.267,2.0,62,4.6,65.7,3.0,19.4,70,4,1,3,1.65,101.9,068010,2499,10,157,192,0.282,1.0,,2,RAM,99,89,W,S2499,S2,AA,0.0,109,,,,0,,,YES,,,1994
94RA00371,S4265,93,1,18,07,r.1,,2,1,1.0,Y,139,57,78,0.617,103,103,137,0.161,2.0,60,4.4,64.0,2.8,18.3,80,2,1,3-,1.75,100.9,1574TX,3086,10,132,192,0.221,1.0,X SIZE,3,RAM,95,94,W,S3086,S0,B,0.0,,,,,0,,,,,,1994
94RA00372,S4268,93,1,18,07,r.1,,1,1,1.0,Y,140,46,77,0.457,117,117,137,0.249,2.1,64,4.9,67.0,3.3,18.2,80,4,1,3,1.65,97.5,1574TX,2622,10,143,192,0.285,1.0,JUMPER,L,LIS,100,104,W,S2622,S2,AA,0.0,LIS,C,60,3,0,0,E,,,,1994
94RA00373,S4271,93,1,18,42,r.3,,1,1,1.0,Y,140,56,77,0.57,122,122,137,0.232,1.9,64,4.4,60.7,2.7,19.9,70,3,1,2-,1.65,100.5,068010,2580,10,146,192,0.265,1.0,,2,RAM,95,85,W,S2580,S1,A,0.0,108,,,,0,,,YES,,,1994
94RA00374,S4274,93,1,18,07,r.1,,1,1,1.0,Y,141,56,76,0.592,126,126,137,0.246,1.6,62,4.4,53.8,2.4,19.0,80,6,2,3,1.65,100.7,1574TX,2506,10,156,192,0.294,1.0,6HORN,L,LIS,94,82,W,S2506,S0,B,0.0,LIS,C,70,4,0,0,E,,,,1994
94RA00375,S4280,93,1,18,42,r.3,,1,1,1.0,Y,145,53,70,0.591,94,94,137,0.143,2.0,60,4.0,57.1,2.3,16.3,80,3,1,2-,1.65,100.9,068010,2934,10,110,192,0.167,1.0,SM. TESTES,3,RAM,89,81,W,S2934,S2,AA,0.0,,,,,0,,,,,,1994
94RA00376,K5831,92,1,68,06,C11,R,2,2,7.0,M,87,80,130,0.546,191,144,137,0.225,3.1,56,12.1,65.6,7.9,31.2,48,1,1,2,1.72,109.8,442263,1884,63,233,192,0.315,2.0,X PEN 10,2,LBW,109,111,W,K1884,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00377,K5832,92,1,68,06,C-4,M,2,2,7.0,M,87,87,130,0.591,199,163,137,0.267,3.5,54,15.4,58.9,9.1,30.4,50,1,1,2+,1.27,81.0,388463,1848,63,230,192,0.329,2.0,,2,ADG,114,125,W,K1848,S2,AA,97.0,146,,,,0,,,YES,1,,1994
94RA00378,K5904,92,1,68,06,C-3,R,3,2,6.0,M,91,80,126,0.554,177,135,137,0.193,2.8,58,10.4,53.8,5.6,27.0,56,1,1,2-,1.95,129.4,399463,3053,63,224,192,0.294,2.0,,2,LBW,102,93,W,K3053,S2,AA,0.0,133,,,,0,,,YES,1,M6462,1994
94RA00379,K5905,92,1,68,06,C-3,R,3,2,6.0,M,91,96,126,0.674,201,148,137,0.182,2.4,58,10.6,51.0,5.4,28.0,54,1,1,2,1.95,129.4,399463,3053,63,241,192,0.303,2.0,XLAME 9/19/94,2,LBW,105,86,W,K3053,S2,AA,0.0,X,,,,0,,,YES,1,,1994
94RA00380,K6000,92,1,68,06,C-6,C,1,1,3.0,M,93,100,124,0.603,196,146,137,0.161,2.8,58,11.9,49.9,5.9,27.4,56,2,2,3+,1.55,88.9,508663,4952,63,235,192,0.294,2.0,49% EWELAMBS,3,CTL,102,95,W,K4952,S4,AAA,49.0,,,,,0,,,,,,1994
94RA00381,K6035,92,1,68,06,C10,C,2,2,7.0,M,93,89,124,0.657,180,134,137,0.158,2.8,58,10.1,49.3,5.0,29.7,50,1,2,2-,1.78,119.9,442963,1235,63,219,192,0.264,2.0,BRN.EARS,3,CTL,91,86,W,K1235,S1,A,0.0,,,,,0,,,,,,1994
94RA00382,K6088,92,1,68,06,C-3,M,2,2,3.0,M,95,88,122,0.736,206,162,137,0.26,3.1,60,10.4,64.3,6.7,24.5,60,1,1,2-,1.55,100.7,399463,4691,63,209,192,0.338,2.0,X THIN,3,ADG,117,107,W,K4691,S3,AA,94.0,,,,,0,,,,,,1994
94RA00383,K6106,92,1,68,06,C12,R,2,2,3.0,M,96,85,121,0.658,200,143,137,0.204,2.8,58,10.6,58.7,6.2,23.6,60,1,1,3+,1.69,136.6,452563,4605,63,227,192,0.294,2.0,,2,LBW,102,100,W,K4605,S2,AA,94.0,132,,,,0,,,YES,1,M6461,1994
94RA00384,K6130,92,1,68,06,C-4,C,2,2,5.0,M,96,89,121,0.652,212,145,137,0.196,2.8,60,12.1,55.7,6.7,27.0,56,1,1,3+,1.38,100.7,388463,3373,63,240,192,0.279,2.0,4TEATS,2,CTL,97,101,W,K3373,S1,A,90.0,148,,,,0,,,YES,1,,1994
94RA00385,K6136,92,1,68,06,C11,R,1,1,3.0,M,96,112,121,0.657,216,166,137,0.189,3.0,58,12.3,56.6,7.0,26.4,56,2,1,2+,1.69,103.0,442263,4911,63,245,192,0.285,2.0,AB DEW.STUDLY,3,LBW,99,106,W,K4911,S4,AAA,40.0,,,,,0,,,,,,1994
94RA00386, 6139,91,1,TX,07,,C,,,0.0,M,0,0,0,0.0,221,0,137,0.0,2.8,62,12.1,58.0,7.0,22.1,62,7,,3,0.0,0.0,,,,247,192,0.0,3.0,TEXAS RAM,1,CTL,,112,W,,S2,AA,91.0, 81,C,50,3,0,0,E,,,,1994
94RA00387,K6144,92,1,68,06,C-2,R,1,1,5.0,M,96,109,121,0.629,199,151,137,0.147,3.1,58,14.8,49.5,7.3,26.9,56,1,3,2-,1.93,130.0,425163,2657,63,231,192,0.255,2.0,"4TEATS,DUD",3,LBW,88,109,W,K2657,D3,DUD,0.0,,,,,0,,,,,,1994
94RA00388,K6158,92,1,68,06,C12,M,1,1,4.0,M,97,98,120,0.561,218,174,137,0.267,3.4,58,11.5,59.6,6.9,24.4,60,1,1,3+,1.56,100.2,452563,3867,63,244,192,0.359,2.0,COARSE,3,ADG,124,111,W,K3867,S3,AA,94.0,,,,,0,,,,,,1994
94RA00389,K6168,92,1,68,06,C-3,M,2,2,7.0,M,97,91,120,0.611,213,157,137,0.232,3.2,58,13.7,55.5,7.6,28.9,54,2,2,2,1.27,91.7,399463,1939,63,251,192,0.335,2.0,,2,ADG,116,111,W,K1939,S3,AA,97.0,147,,,,0,,,YES,1,,1994
94RA00390,K6169,92,1,68,06,C-3,C,2,2,7.0,M,97,79,120,0.644,166,126,137,0.165,2.8,54,13.0,53.0,6.9,28.0,54,1,1,3+,1.27,91.7,399463,1939,63,207,192,0.267,2.0,,3,CTL,92,102,W,K1939,S3,AA,0.0,,,,,0,,,,,,1994
94RA00391,K6181,92,1,68,06,C13,C,1,1,3.0,M,97,105,120,0.629,200,157,137,0.182,2.4,60,9.7,56.9,5.5,29.4,50,2,1,2,1.27,88.3,485563,4676,63,235,192,0.267,2.0,X BLK.EARS,3,CTL,92,86,W,K4676,S2,AA,78.0,,,,,0,,,,,,1994
94RA00392,K6197,92,1,68,06,C-8,C,1,1,4.0,M,98,120,121,0.693,201,158,137,0.134,3.1,62,10.8,59.7,6.4,25.6,58,2,1,3+,1.44,99.0,463863,4074,63,233,192,0.227,2.0,,3,CTL,79,103,W,K4074,S1,A,90.0,,,,,0,,,,,,1994
94RA00393,K6218,92,1,68,06,C10,C,2,2,3.0,M,98,91,121,0.601,189,141,137,0.177,2.7,64,9.7,58.4,5.7,24.0,60,2,1,2-,1.69,127.8,442963,4718,63,227,192,0.287,2.0,,2,CTL,99,93,W,K4718,S1,A,89.0,139,,,,0,,,YES,1,,1994
94RA00394,K6224,92,1,68,06,C-3,C,2,1,7.0,M,98,109,121,0.611,207,147,137,0.134,3.5,54,13.4,64.7,8.7,29.2,54,3,1,3+,1.54,108.6,399463,2313,63,238,192,0.254,2.0,X RUG,3,CTL,88,123,W,K2313,S1,A,100.0,,,,,0,,,,,,1994
94RA00395,K6241,92,1,68,06,C-1,R,2,2,6.0,M,99,90,120,0.607,198,145,137,0.194,3.1,56,11.9,58.4,6.9,28.9,54,2,1,2,1.55,125.8,392563,2648,63,234,192,0.299,2.0,,2,LBW,104,104,W,K2648,S2,AA,0.0,142,,,,0,,,YES,1,,1994
94RA00396,K6255,92,1,68,06,C-6,C,1,1,3.0,M,99,108,120,0.629,201,166,137,0.205,2.8,64,9.5,51.1,4.9,24.2,60,1,2,2,1.55,72.9,508663,4643,63,235,192,0.281,2.0,4TEATS,2,CTL,97,90,W,K4643,S3,AA,100.0,149,,,,0,,,YES,1,,1994
94RA00397,K6261,92,1,68,06,C-8,C,2,2,5.0,M,99,93,120,0.642,194,148,137,0.194,3.1,58,10.4,54.4,5.7,27.5,56,2,1,2,1.6,82.6,463863,3096,63,229,192,0.284,2.0,X PEN 10,2,CTL,98,96,W,K3096,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00398,K6298,92,1,68,06,C-2,R,2,2,6.0,M,100,86,119,0.594,176,139,137,0.187,3.2,54,11.5,58.6,6.7,27.9,54,1,2,3+,1.65,110.6,425163,2808,63,214,192,0.29,2.0,,3,LBW,100,105,W,K2808,S3,AA,93.0,,,,,0,,,,,,1994
94RA00399,K6304,92,1,68,06,C-4,R,3,2,5.0,M,100,85,119,0.589,199,147,137,0.219,3.0,58,11.0,53.0,5.8,27.2,56,1,1,2-,1.71,115.0,388463,3221,63,226,192,0.287,2.0,,2,LBW,99,96,W,K3221,S3,AA,97.0,141,,,,0,,,YES,1,,1994
94RA00400,K6338,92,1,68,06,C-2,M,1,1,6.0,M,101,100,118,0.559,208,170,137,0.247,2.4,64,10.4,46.2,4.8,24.2,60,1,1,2-,1.59,77.1,425163,2091,63,242,192,0.331,2.0,,2,ADG,115,85,W,K2091,S3,AA,94.0,145,,,,0,,,YES,1,,1994
94RA00401,K6344,92,1,68,06,C-7,C,1,1,3.0,M,101,101,118,0.586,190,134,137,0.117,2.8,62,9.5,60.4,5.7,23.9,60,1,1,2,1.55,104.7,503263,5072,63,232,192,0.254,2.0,4TEATS,3,CTL,88,96,W,K5072,S2,AA,100.0,,,,,0,,,,,,1994
94RA00402,K6347,92,1,68,06,c-1,M,2,2,2.0,M,101,79,118,0.682,190,148,137,0.244,2.9,58,13.2,51.5,6.8,27.6,56,2,2,3+,1.9,124.9,486463,5609,63,231,192,0.325,2.0,56S JULY,2,ADG,113,100,W,K5609,S3,AA,0.0,140,,,,0,,,YES,1,,1994
94RA00403,K6411,92,1,68,06,C-1,C,2,2,3.0,M,103,92,114,0.765,207,144,137,0.182,3.1,58,13.2,57.4,7.6,25.7,58,1,1,2-,1.55,83.4,392563,4879,63,237,192,0.267,2.0,,3,CTL,92,113,W,K4879,S2,AA,100.0,,,,,0,,,,,,1994
94RA00404,K6414,92,1,68,06,C11,C,3,2,5.0,M,103,85,114,0.677,189,140,137,0.193,2.7,64,9.3,54.4,5.1,26.2,58,2,1,2,1.71,109.3,442263,3479,63,215,192,0.288,2.0,X 1 SM TST,3,CTL,100,89,W,K3479,S3,AA,90.0,,,,,0,,,,,,1994
94RA00405,K6444,92,1,68,06,C12,C,2,2,7.0,M,103,79,114,0.682,189,128,137,0.172,2.7,60,11.5,52.3,6.0,24.6,60,2,1,3+,1.63,115.8,452563,2265,63,219,192,0.255,2.0,,3,CTL,88,97,W,K2265,S3,AA,100.0,,,,,0,,,,,,1994
94RA00406,K6456,92,1,68,06,C13,C,1,1,3.0,M,104,93,113,0.58,188,141,137,0.168,2.6,60,9.3,60.3,5.6,26.3,58,1,1,2-,1.55,118.4,485563,4928,63,224,192,0.27,2.0,,2,CTL,93,91,W,K4928,S1,A,0.0,143,,,,0,,,YES,1,,1994
94RA00407,K6472,92,1,68,06,C-8,C,1,1,6.0,M,104,103,113,0.645,213,156,137,0.186,2.8,60,11.2,51.9,5.8,27.9,54,2,1,3+,1.25,79.3,463863,2560,63,256,192,0.285,2.0,,2,CTL,99,94,W,K2560,S1,A,100.0,150,,,,0,,,YES,1,,1994
94RA00408,K6536,92,1,68,06,C-1,C,1,1,6.0,M,107,106,112,0.609,190,151,137,0.159,2.7,62,11.7,50.0,5.9,23.9,60,1,1,2,1.45,83.0,392563,2798,63,224,192,0.26,2.0,,3,CTL,90,97,W,K2798,S3,AA,0.0,,,,,0,,,,,,1994
94RA00409,K6553,92,1,68,06,C-6,C,1,1,7.0,M,108,93,111,0.536,186,146,137,0.187,3.2,60,12.6,61.5,7.7,24.3,60,1,2,2-,1.87,126.6,508663,1490,63,220,192,0.287,2.0,X PEN 10,2,CTL,99,116,W,K1490,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00410,K6573,92,1,68,06,c-3,M,2,1,1.0,M,111,91,108,0.724,206,148,137,0.201,2.8,54,10.6,45.4,4.8,28.4,54,1,1,2,1.77,104.8,464063,5134,63,246,192,0.313,2.0,,2,ADG,108,86,W,K5134,S3,AA,0.0,144,,,,0,,,YES,1,,1994
94RA00411,K6662,93,1,62,06,863,R,2,2,5.0,Y,97,101,118,0.76,173,173,137,0.251,2.7,56,9.3,49.2,4.6,23.5,60,1,1,2-,1.6,124.9,561363,3249,63,201,192,0.292,1.0,,1,LBW,111,101,W,K3249,S4,AAA,27.0,EL4,C,60,3,0,6,S,,,,1994
94RA00412,K6663,93,1,62,06,893,C,2,2,3.0,Y,97,103,118,0.769,172,172,137,0.24,2.8,58,9.0,51.9,4.7,26.9,56,3,3,2-,1.55,126.9,567563,4448,63,185,192,0.24,1.0,,1,CTL,91,101,W,K4448,S1,A,100.0, 69,C,60,3,0,0,E,,,,1994
94RA00413,K6664,93,1,62,06,893,C,2,2,3.0,Y,97,100,118,0.747,153,153,137,0.185,2.5,60,8.4,47.4,4.0,22.1,62,1,1,3,1.55,126.9,567563,4448,63,182,192,0.24,1.0,,1,CTL,91,94,W,K4448,S2,AA,0.0,,C,50,3,0,0,E,,,,1994
94RA00414,K6665,93,1,62,06,883,M,1,1,2.0,Y,98,119,117,0.899,186,186,137,0.233,2.8,54,9.9,59.1,5.9,24.9,60,2,2,2,1.4,99.9,563263,5552,63,227,192,0.316,1.0,,1,ADG,120,116,W,K5552,S2,AA,93.0,602,M,60,3,0,12,S,,,,1994
94RA00415,K6671,93,1,62,06,863,C,2,2,2.0,Y,98,91,117,0.686,148,148,137,0.199,2.7,58,6.6,56.5,3.7,22.0,64,1,1,3,1.56,115.4,561363,5673,63,168,192,0.225,1.0,,1,CTL,86,93,W,K5673,S1,A,78.0, 66,W,50,2,0,15,Q,,,,1994
94RA00416,K6673,93,1,60,06,604,R,2,2,3.0,Y,99,91,116,0.685,162,162,137,0.247,2.8,62,9.5,54.7,5.2,21.9,64,1,1,2,1.69,123.1,531763,4936,63,190,192,0.289,1.0,JUMPER,1,LBW,110,111,W,K4936,D3,DUD,0.0,,CW,60,4,0,0,E,,,,1994
94RA00417,K6685,93,1,62,06,853,C,1,1,3.0,Y,100,122,115,0.948,161,161,137,0.136,2.8,62,7.5,50.9,3.8,24.6,60,2,1,3,1.27,86.1,558163,5066,63,191,192,0.202,1.0,,3,CTL,77,92,W,K5066,S1,A,0.0,,,,,0,,,,,,1994
94RA00418,K6697,93,1,60,06,604,M,2,2,4.0,Y,101,93,114,0.72,152,152,137,0.206,2.8,60,7.9,56.5,4.5,23.6,60,1,1,3-,1.44,106.6,531763,4185,63,183,192,0.263,1.0,X EPI L.TAIL,3,ADG,100,101,.,K4185,,,0.0,,,,,0,,,,,,1994
94RA00419,K6700,93,1,62,06,893,R,3,1,3.0,Y,101,94,114,0.739,164,164,137,0.244,2.8,60,9.9,46.5,4.6,25.0,58,2,1,3,1.98,134.2,567563,4772,63,179,192,0.249,1.0,Bovis SUSPECT,3,LBW,95,101,W,K4772,S1,A,0.0,X,C,70,4,0,0,E,,,,1994
94RA00420,K6701,93,1,62,06,893,R,3,1,3.0,Y,101,112,114,0.891,171,171,137,0.206,2.7,62,8.6,47.4,4.1,22.9,62,2,1,2,1.98,134.2,567563,4772,63,194,192,0.24,1.0,,1,LBW,91,96,W,K4772,S1,A,96.0, 13,C,60,4,0,0,E,,,,1994
94RA00421,K6707,93,1,60,06,603,M,1,1,3.0,Y,102,113,113,0.876,171,171,137,0.202,2.8,58,8.4,49.3,4.1,23.6,60,2,1,3,1.27,92.1,574963,4545,63,192,192,0.231,1.0,,3,ADG,88,97,W,K4545,D3,DUD,0.0,LIB,,,,0,,,,,,1994
94RA00422,K6708,93,1,62,06,843,C,1,1,2.0,Y,102,107,113,0.832,165,165,137,0.202,2.4,62,8.8,53.8,4.7,23.5,60,1,3,3-,1.4,97.9,537963,5173,63,181,192,0.216,1.0,,1,CTL,82,99,W,K5173,S0,B,89.0, 63,W,20,2,0,0,Q,,,,1994
94RA00423,K6709,93,1,60,06,604,M,1,1,2.0,Y,102,110,113,0.857,166,166,137,0.195,2.5,64,6.4,53.7,3.4,22.7,62,1,1,2,1.4,98.5,531763,5171,63,203,192,0.272,1.0,X SEMEN,3,ADG,104,86,W,K5171,,,0.0,,C,50,3,0,40,U,,,,1994
94RA00424,K6720,93,1,60,06,604,M,2,1,4.0,Y,102,103,115,0.826,142,142,137,0.137,3.3,58,7.7,53.1,4.1,24.3,60,1,1,2,1.56,100.2,531763,3867,63,175,192,0.212,1.0,,3,ADG,81,101,W,K3867,S2,AA,0.0,,,,,0,,,,,,1994
94RA00425,K6735,93,1,62,06,913,C,2,2,3.0,Y,103,86,112,0.673,140,140,137,0.188,3.9,62,6.0,59.0,3.5,22.3,62,1,1,2,1.55,112.4,544763,4966,63,168,192,0.24,1.0,X RCVR THIN,3,CTL,91,103,W,K4966,S1,A,0.0,X,C,60,4,0,0,E,,,,1994
94RA00426,K6736,93,1,62,06,913,C,2,2,3.0,Y,103,97,112,0.76,146,146,137,0.171,3.2,60,7.1,60.3,4.3,22.7,62,1,1,2,1.55,112.4,544763,4966,63,164,192,0.196,1.0,,3,CTL,75,104,W,K4966,S0,B,0.0,,,,,0,,,,,,1994
94RA00427,K6741,93,1,60,06,602,R,2,1,5.0,Y,103,107,112,0.856,171,171,137,0.223,3.2,56,7.5,65.9,4.9,25.0,58,2,1,3,1.6,121.2,560863,3470,63,195,192,0.257,1.0,,1,LBW,98,109,W,K3470,S1,A,0.0,,M,70,4,0,0,E,,,,1994
94RA00428,K6742,93,1,60,06,602,M,2,1,5.0,Y,103,84,112,0.683,140,140,137,0.195,2.8,60,6.0,54.1,3.2,25.9,58,2,1,2,1.6,121.2,560863,3470,63,154,192,0.205,1.0,X SIZE,3,ADG,78,85,W,K3470,S3,AA,0.0,,,,,0,,,,,,1994
94RA00429,K6748,93,1,62,06,833,C,1,1,3.0,Y,104,118,111,0.923,176,176,137,0.202,3.1,56,8.6,53.4,4.6,22.4,62,1,1,2,1.41,94.0,524763,4858,63,205,192,0.254,1.0,,1,CTL,97,107,W,K4858,S1,A,89.0, 62,C,70,4,0,0,E,,,,1994
94RA00430,K6766,93,1,62,06,873,R,3,1,6.0,Y,104,93,111,0.757,160,160,137,0.233,2.7,54,8.8,51.8,4.6,26.7,56,1,1,2,1.95,135.4,562463,2715,63,184,192,0.266,1.0,RCVR,1,LBW,101,99,W,K2715,S0,B,96.0, 12,C,50,3,0,0,E,,,,1994
94RA00431,K6770,93,1,00,05,751,H,3,2,4.0,Y,104,84,111,0.677,168,168,137,0.293,3.1,62,7.5,56.4,4.2,22.9,62,2,1,2+,1.81,99.8,0751,3846,63,189,192,0.307,1.0,,1,HMD,,,W,K3846,S4,AAA,97.0, 53,M,50,3,0,0,E,,,,1994
94RA00432,K6782,93,1,62,06,883,C,1,1,2.0,Y,105,106,110,0.849,159,159,137,0.185,3.3,62,7.7,64.3,5.0,26.2,58,1,1,2,1.56,121.4,563263,5206,63,186,192,0.234,1.0,X ODD+PINK,3,CTL,89,110,W,K5206,S2,AA,0.0,,,,,0,,,,,,1994
94RA00433,K6783,93,1,62,06,903,C,2,1,3.0,Y,105,109,110,0.899,183,183,137,0.258,2.8,56,7.9,54.9,4.3,26.2,58,1,1,2-,1.55,110.7,551163,4603,63,206,192,0.284,1.0,4TEATS,1,CTL,108,97,W,K4603,S3,AA,88.0, 65,C,70,4,0,0,E,,,,1994
94RA00434,K6796,93,1,00,05,338,H,1,1,5.0,Y,105,110,110,0.882,177,177,137,0.233,2.7,58,7.7,59.0,4.5,26.5,56,2,1,3+,1.6,115.1,0338,3391,63,186,192,0.222,1.0,4TEATS,1,HMD,,,W,K3391,S1,A,94.0, 51,C,55,3,0,4,S,,,,1994
94RA00435,K6799,93,1,62,06,903,C,2,1,7.0,Y,105,109,110,0.883,159,159,137,0.174,2.4,60,7.5,56.9,4.3,23.8,60,2,1,2-,1.63,121.3,551163,2281,63,185,192,0.222,1.0,RCVR,1,CTL,85,95,W,K2281,S2,AA,100.0, 71,M,60,4,0,5,S,,,,1994
94RA00436,K6800,93,1,60,06,604,M,2,2,5.0,Y,106,83,109,0.631,148,148,137,0.226,2.6,60,6.6,53.8,3.6,22.8,62,1,1,2,1.49,119.7,531763,3250,63,168,192,0.249,1.0,,3,ADG,95,90,W,K3250,S3,AA,0.0,,,,,0,,,,,,1994
